rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID,,
52.29,812.25,50,0.7425,4.5,0.595,0.4,0.195,0,-125.25,-2.29,28.33333333,0,4.333333333,0,116,0,352.6666667,0.333333333,362,0,220.6666667,0.333333333,0.333333333,0.333333333,0.116666667,292.3333333,0,173.96,0.056666667,220.7066667,67.66666667,34.36,47.66666667,24.69,455.6666667,0.333333333,310.6533333,0.056666667,86.66666667,0,84.00666667,0,32.66666667,353,221,0,8,1,49,3,2,Y,A,N,26063,35906.02,3085.92,2791.92,35562.02,25807,59.4,756.64,549.09,854,692,53,811,657,60,U,SOUTHWEST AREA,Y,N,199.9899902,10,8,WCMB,1,1,O,12,S,U,6,M,5,1,,A,0,N,U,U,U,U,U,Y,25,1000219,,
19.2375,1.25,19.99,0.2475,0,0,0,0,0,1.75,0.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,1,1,N,A,N,72085,102388.08,4599.14,4484.14,102201.08,71978,91.51,2085.74,1468.94,1,0,19,633,444,35,S,SOUTHWEST AREA,Y,R,79.98999023,10,6,WCMB,1,1,O,13,S,M,2,M,6,2,C,A,0,U,U,U,U,U,U,Y,198,1000220,,
105.9175,1458,84.99,0.99,90.75,22.6875,22.6875,0,0,36,-17.4375,6.666666667,0,3,0,66.33333333,0,350.6666667,0,94.33333333,0,277,0,2.333333333,3.666666667,1.903333333,31.66666667,0,620.6133333,0,346.43,69.33333333,66.72666667,29.33333333,58.34666667,261,0,668.07,0,108,0,298.97,0,9.666666667,350.6666667,277,0,19,1,53,2,2,N,A,N,25580,67355.11,4826.35,4723.87,66878.11,25367,96.41,1364.86,517.69,1446,464,112,1787,541,169,C,DALLAS AREA,Y,N,59.98999023,3,3,WCMB,0,0,O,5,S,U,2,M,6,2,C,A,0,G,Y,U,U,U,U,Y,452,1000221,,
81.6025,149.25,73.9425,0,50,15,15,0,0.16,73.75,17.3975,2,0,1.333333333,0,3.333333333,0,32.33333333,0,28,0,26,0,0,0,0,15,1,93.38666667,0,33.12333333,4.666666667,2.24,10.66666667,18.37,44.33333333,0,69.17333333,0,9.333333333,0,57.33666667,0,3.333333333,32.33333333,26,0,0,0,53,3,0,N,A,N,1688,2716,1799.83,1758.83,2713,1685,35.18,54.26,33.7,125,49,76,104,43,68,U,DALLAS AREA,Y,N,149.9899902,4,3,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,329,1000222,,
101.65,174.25,75,0,0,0,0,0,0,-78.25,23.9,0,0,0.333333333,0,1,0,14.33333333,0,1,0,13,0,0,0,0,0,0,18.54333333,0,14.83666667,10,12.75,0,0,8,0,25.43333333,0,6,0,7.946666667,0,0.333333333,14.33333333,13,0,0,1,51,1,1,U,A,N,10112,39108.03,5139.24,5032.15,39012.03,10049,104.84,812.75,209.35,200,69,94,416,143,96,S,DALLAS AREA,N,R,9.989997864,4,2,NA,0,0,,,,U,,M,,,,,0,N,U,U,U,U,U,N,634,1000223,,
85.5825,890,75,0.99,0,0,0,0,0,-217,18.3375,7.333333333,0,18.33333333,0,87.33333333,0,392.3333333,0,136,0,280.3333333,0,0,0,0,97.66666667,0,229.51,0,136.2866667,96.33333333,51.96666667,41.33333333,33.05333333,310.3333333,0,291.3366667,0,105,0,74.46,0,25.66666667,392.3333333,280.3333333,0,1.333333333,1,49,6,4,N,A,N,36493,59837.48,4437.82,4360.4,59833.48,36492,90.84,1246.53,760.25,962,722,80,831,596,85,S,DALLAS AREA,N,R,9.989997864,12,4,NA,1,0,O,10,S,M,6,M,5,2,C,A,0,H,U,Y,Y,U,U,Y,475,1000224,,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,2,2,N,A,N,14702,40689.04,3415.63,3340.28,40488.04,14592,128.47,1557.23,561.23,1403,477,142,1704,622,163,C,GREAT LAKES AREA,N,R,9.989997864,3,2,NA,0,0,O,2,M,B,1,M,5,,A,C,0,U,U,U,U,U,U,Y,902,1000225,,
17.145,0.75,16.99,0,0,0,0,0,0,-0.75,-0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1,1,N,A,N,2765,8004.05,2086.01,2056.76,7925.05,2735,45.71,176.11,60.78,1,0,17,1,0,17,S,ATLANTIC SOUTH AREA,N,N,29.98999023,1,1,NA,0,0,O,9,S,S,2,M,8,,G,A,0,S,U,U,U,U,U,N,1483,1000226,,
51.14,438,49.99,0,2.75,0.825,0.825,0,0,73,2.15,0,0,4.333333333,0,24,0,119.3333333,0,18.33333333,0,91,0,0.333333333,1.333333333,1.1,9.333333333,0,287.6733333,0,39.34,7.333333333,5.766666667,1.333333333,4.38,55.66666667,0,156.5,0,53.66666667,0,170.5133333,0,4.333333333,119.3333333,91,0.666666667,2.666666667,1,53,1,1,N,AA,N,9479,31269.05667,3709.8,3590.98,30739.06,9273,70.41,602.73,181.82,414,108,50,430,122,52,S,HOUSTON AREA,N,N,29.98999023,1,1,NA,0,0,O,10,M,S,1,M,7,2,C,D,0,B,U,U,U,U,U,Y,1590,1000227,,
56.485,355,55,0.99,0,0,0,0,0,-171,-1.485,8.333333333,0,1,0,19.33333333,0,85,0,132.3333333,0,60.66666667,0,0,0,0,58.33333333,0,65.95333333,0,205.77,2,0.746666667,1.666666667,3.67,125.3333333,0,227.2366667,0,41,0,44.48666667,0,9.333333333,85,60.66666667,0,0,1,49,1,1,Y,B,N,10995,17078.02,2502.94,2418.04,16934.02,10928,50.38,352.79,227.67,412,255,57,350,219,57,,NEW ENGLAND AREA,N,N,29.98999023,2,2,NA,0,0,O,0,S,S,2,M,6,1,I,,0,S,U,U,U,U,U,Y,669,1000228,,
130.6925,2308,75,1.98,459.25,45.925,45.925,0,2.275,667,50.9975,20.66666667,0,1.666666667,0,70,0,681.6666667,0,537.3333333,0,596.3333333,0,0.333333333,0.666666667,0.533333333,335.3333333,3.333333333,1019.193333,0,605.2166667,208.6666667,341.7566667,62.33333333,132.1533333,940.3333333,0,1576.786667,0,29.66666667,0,47.62333333,0,22.33333333,681.6666667,596.3333333,0,4,1,51,2,2,Y,A,N,54976,110529.08,5919.04,5840.36,110208.08,54808,119.19,2249.14,1118.53,2086,1090,114,2331,1189,139,T,SOUTHWEST AREA,Y,N,199.9899902,5,4,WCMB,1,1,O,5,S,U,4,M,5,2,,A,0,N,U,U,U,U,U,Y,166,1000229,,
87.5175,699,80,0,0,0,0,0,2.78,-86,-3.0675,6.666666667,0,7,0,10.33333333,0,230.6666667,0,128,0,210.3333333,0,1.333333333,4.666666667,4.246666667,61.33333333,0,274.86,0,272.07,72,102.18,30.66666667,65.77666667,246,0,408.0933333,0,88.66666667,0,138.8366667,0,13.66666667,230.6666667,210.3333333,0,5.333333333,0,55,1,1,N,C,N,31468,56590.13333,4561.3,4407.7,55255.13,30691,83.16,1042.55,579.08,728,394,88,847,459,93,U,DALLAS AREA,Y,N,199.9899902,5,5,WCMB,0,0,O,4,S,B,1,M,3,1,C,A,0,N,U,U,U,U,U,Y,99,1000230,,
108.4175,1501.5,75,0,114.5,14.35,10.45,3.9,0,88.5,-23.7875,5,0.333333333,4.333333333,0.333333333,47.66666667,0,315.3333333,26.66666667,36.33333333,0,259.6666667,26,1.333333333,1.333333333,0.12,8.333333333,0,1061.13,27.86333333,139.2866667,111.3333333,136.8466667,17.66666667,43.18666667,193,22,713.7633333,21.94333333,101.6666667,4,486.6466667,5.92,10,342,285.6666667,0,0.333333333,1,49,1,1,N,A,N,23680,65182.12667,5911.56,5748.96,64636.13,23396,122.32,1375.24,497.79,1472,372,116,1144,356,136,T,CENTRAL/SOUTH TEXAS AREA,Y,N,79.98999023,6,4,WCMB,0,0,,,,U,,,,,,,0,R,U,U,U,U,U,N,515,1000231,,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1,1,N,A,N,62,105,523.5,505,105,62,15.3,3.18,1.88,1,1,10,2,1,13,T,MIDWEST AREA,N,N,29.98999023,2,1,NA,0,0,,1,M,U,2,M,1,1,C,L,0,G,U,U,U,U,U,N,4,1000232,,
103.505,479,75,0.7425,0,0,0,0,0,-166,-14.165,10,0,1.333333333,0,36.66666667,0,166.6666667,0,69.33333333,0,123,0,0,0,0,44,0,182.07,0,125.3166667,37,32.12333333,12,23.66333333,50,0,97.49666667,0,121.6666667,0,209.89,0,11.33333333,166.6666667,123,0,3,0,53,2,2,Y,BA,N,19242,46888.07,5290.23,5194.13,46504.07,19175,106,949.06,391.33,534,236,108,591,297,116,C,PHILADELPHIA AREA,T,N,199.9899902,11,8,WCMB,0,0,O,3,S,S,6,M,7,2,,A,0,I,U,U,U,U,U,Y,86,1000233,,
52.0575,352.25,52.5025,0.495,16,6.3475,4.3,2.0475,0.0975,482.75,27.7625,3.333333333,0,0.333333333,0,5,0,44.66666667,0,11.66666667,0,36.33333333,0,2,7.333333333,6.523333333,7.333333333,0,130.3833333,0,26.12,11.66666667,15.87666667,1,8.443333333,18.66666667,0,90.86,0,22,0,65.64333333,0,3.666666667,44.66666667,36.33333333,0,0,1,53,1,1,N,B,N,10632,28325,3111.91,3070.16,28271,10609,60.2,554.33,208.02,191,34,43,622,183,64,C,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,99.98999023,4,3,WCMB,0,0,O,1,,S,2,M,1,2,I,,1,S,U,U,U,U,U,Y,278,1000234,,
42.49,368.75,42.49,0,0,0,0,0,0,-5.75,0,2.333333333,0,1,0,18,0,153,0,42.66666667,0,132,0,0,0,0,18,0,156.0866667,0,80.71333333,19.66666667,11.58,8.666666667,12.97333333,135.3333333,0,179.8166667,0,38.33333333,0,56.98333333,0,3.333333333,153,132,0,1.333333333,1,53,3,3,N,A,N,9265,21567.03333,3077.4,2696.95,21380.03,9187,53.94,427.6,183.74,371,210,42,411,212,42,S,OHIO AREA,Y,N,149.9899902,5,5,WCMB,0,0,O,15,S,M,4,M,9,2,,A,0,U,U,U,U,U,Y,Y,477,1000235,,
32.745,141.25,30,2.475,0,0,0,0,0,29.75,2.205,1.333333333,0,0,0,6.666666667,0,48.33333333,0,5.333333333,0,40.33333333,0,0,0,0,3.666666667,0.333333333,76.72,0,10.76666667,8,12.32333333,0.333333333,0.743333333,26.66666667,0,56.77333333,0,16,0,30.71333333,0,1.333333333,48.33333333,40.33333333,0,0,1,49,2,1,N,A,N,22055,44297.81333,4180.74,4010.34,43414.81,21626,85.33,923.72,460.13,131,47,32,73,28,32,C,SOUTHWEST AREA,N,N,29.98999023,4,3,WC,0,0,,3,S,B,1,M,5,,B,A,0,S,U,U,U,U,U,N,964,1000236,,
124.515,593.5,101.925,0,0,0,0,0,0,133.5,-40.525,2.333333333,1,4.666666667,0,15.66666667,0.333333333,105.6666667,8.666666667,31.33333333,0,83.33333333,7.333333333,2,10.33333333,9.63,11.66666667,0,178.1733333,27.86333333,91.21666667,10.66666667,12.9,1,0.093333333,80,3,180.9066667,13.03,34.33333333,4.333333333,88.48333333,14.83333333,8,114.3333333,90.66666667,0,1.333333333,1,51,1,1,N,D,Y,10286,23244,1931.94,1840.44,23076,10199,87.64,1098.86,485.67,1196,485,98,1666,619,114,S,OHIO AREA,Y,N,199.9899902,3,2,WCMB,0,0,O,2,S,S,3,M,6,1,C,A,0,N,U,U,U,U,U,Y,61,1000237,,
134.2975,730.75,139.99,0.7425,0,0,0,0,0,-3.75,-1.0575,6,0,1.333333333,0,14.66666667,0,155,0,139,0,135,0,0,0,0,59.33333333,0,352.4533333,0,373.44,37.66666667,36.92666667,10.33333333,18.43,251,0,682.14,0,20.33333333,0,43.75333333,0,7.333333333,155,135,0,3.666666667,0,55,2,2,N,B,N,9230,26166.99,4839.7,4682.81,25896.99,9173,88.35,488.62,173.08,732,219,134,621,172,134,C,DALLAS AREA,N,R,29.98999023,4,4,WC,0,0,O,2,S,A,3,M,6,1,,A,0,U,U,U,U,U,U,Y,675,1000238,,
185.4975,3166.75,75,2.475,1055.5,105.6225,105.525,0.0975,0,75.25,14.2025,30.33333333,0,10.66666667,0,116,0,882.6666667,0.333333333,584.6666667,0,743,0.333333333,0,0,0,320.6666667,0,1018.723333,0.106666667,1003.14,109.3333333,139.82,45.33333333,122.34,796.6666667,0.333333333,1293.173333,0.106666667,513.6666667,0,728.69,0,41,883,743.3333333,0,48.33333333,1,53,5,1,N,A,N,74039,137951.9133,7864.56,7641.66,135682.91,72994,152.83,2713.66,1459.88,3142,1690,181,2867,1601,160,U,DALLAS AREA,Y,N,199.9899902,14,9,WCMB,0,0,O,3,,B,1,M,7,2,C,,0,H,U,U,U,U,U,Y,402,1000239,,
75,1.5,75,0,0,0,0,0,0,-1.5,0,0,0,0,0,0,0,2.666666667,0,0,0,2.666666667,0,0,0,0,0,0,0.8,0,0,2,0.766666667,0,0,2.666666667,0,0.566666667,0,0,0,0.233333333,0,0,2.666666667,2.666666667,0,0,0,55,2,2,Y,A,N,12550,29652,4284.61,4162.11,29471,12478,78.53,556.06,235.43,2,2,75,1,1,75,S,DALLAS AREA,N,N,79.98999023,2,2,WC,1,1,O,7,S,M,4,M,9,2,C,A,0,N,U,U,U,U,U,Y,799,1000240,,
47.5,255.5,50,0,0,0,0,0,0,-182.5,0,3.666666667,0,1,0,20.33333333,0,162.6666667,0,16.66666667,0,137.6666667,0,0,0,0,11.66666667,0,203.3933333,0,11.52666667,23.66666667,20.69666667,5.666666667,4.686666667,100.6666667,0,156.97,0,50.66666667,0,57.95,0,4.666666667,162.6666667,137.6666667,0,0.666666667,1,55,4,4,Y,A,N,16473,30430.06,3280.96,3189.29,30085.06,16232,60.18,567.64,306.26,316,154,48,323,148,49,S,SOUTHWEST AREA,N,N,59.98999023,3,3,WC,1,1,O,8,S,S,5,M,9,3,C,A,1,N,U,U,U,U,U,Y,1088,1000241,,
82.2375,605,50,0.2475,20.75,2.075,2.075,0,0.69,-137,-4.7375,12.66666667,0,4.666666667,0,74,0,228.6666667,0,136.6666667,0,144,0,0,0,0,68,0,118.9066667,0,212.3866667,47.33333333,18.18333333,63,76.07333333,194,0,223.94,0,80,0,107.3533333,0,17.33333333,228.6666667,144,0,2,1,51,2,2,N,A,N,15841,25147,3294.59,3226.26,25089,15814,65.84,512.02,322.73,651,394,84,542,338,84,,HOUSTON AREA,Y,N,199.9899902,5,5,WCMB,1,1,O,4,S,U,5,M,6,1,I,A,0,U,U,U,U,U,U,Y,299,1000242,,
114.4625,2035,75,1.2375,323.75,32.375,32.375,0,0,511,33.8575,40,0,2,0,88.66666667,0,444.3333333,0,439.6666667,0,327,0,1.333333333,5.333333333,4.54,280,5,571.0966667,0,827.5266667,82.33333333,90.77666667,24,65.93666667,440.3333333,0,668.81,0,269,0,729.8166667,0,42,444.3333333,327,0,23.66666667,1,53,1,1,N,C,N,29475,67310.49667,4841.61,4691.01,66623.5,29171,91.98,1306.34,571.98,1865,732,103,1774,710,95,S,SOUTHWEST AREA,Y,N,149.9899902,10,5,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,80,1000243,,
34.395,399,32.49,1.7325,0,0,0,0,0.1725,151,1.065,1.333333333,0,3.333333333,0,28.33333333,0,137.3333333,0,25.33333333,0,105,0,0,0,0,7.333333333,0,196.9366667,0,79.64333333,15,15.14333333,0.666666667,0.66,114.6666667,0,242.8266667,0,15,0,33.75333333,0,4.666666667,137.3333333,105,0,0,0,51,2,2,N,A,N,7352,19719.2,2418.79,2328.79,19623.2,7316,47.53,400.47,149.31,349,142,34,370,146,34,T,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,5,4,WCMB,0,0,O,15,S,M,5,M,7,2,C,A,1,S,U,U,U,U,U,Y,47,1000244,,
19.99,0.75,19.99,0,0,0,0,0,0,-0.75,0,0,0,0,0,0,0,0.333333333,0,1.666666667,0,0.333333333,0,0,0,0,1.666666667,0,0.356666667,0,0.143333333,0,0,0,0,0.333333333,0,0.143333333,0,0.333333333,0,0.356666667,0,0,0.333333333,0.333333333,0,0,1,51,5,1,U,A,N,18657,59255.24333,7918.65,7832.15,58824.24,18472,159.84,1200.49,376.98,1,1,20,79,11,45,C,NEW ENGLAND AREA,N,N,79.98999023,3,3,WC,0,0,O,4,S,S,3,M,8,,C,A,1,J,U,U,U,U,U,Y,768,1000245,,
53.69,143.5,49.99,0,0,0,0,0,0,72.5,-0.45,0.666666667,0,0,0,6,0,24.33333333,0,35.66666667,0,18,0,0.333333333,1.666666667,1.543333333,23,0,20.97333333,0,40.53333333,7.666666667,10.46,0.333333333,2.283333333,28.66666667,0,32.98,0,19.66666667,0,28.52666667,0,0.666666667,24.33333333,18,0,0.333333333,0,49,3,1,Y,A,N,32064,50155,3968.35,3889.52,49870,31874,82.76,1061.06,678.17,119,58,54,116,51,52,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,79.98999023,6,5,WCMB,1,0,O,4,S,U,2,M,5,1,C,A,0,N,U,U,U,U,U,Y,325,1000246,,
135.15,2489.25,84.99,0.2475,443.25,44.325,44.325,0,4.875,-1597.25,-50.16,44,0,14.66666667,0,146.6666667,0,796.6666667,0,461.3333333,0,613.6666667,0,0.333333333,2.666666667,2.533333333,164.3333333,0,1062.47,0,831.39,162.6666667,140.57,184.3333333,345.76,842,0,1457.873333,0,210.6666667,0,436,0,58.66666667,796.6666667,613.6666667,0,31.33333333,1,55,2,2,Y,A,N,80295,143007,6820.52,6683.02,142431,79930,126.09,2687.38,1508.11,3022,1589,152,2951,1556,145,R,CENTRAL/SOUTH TEXAS AREA,Y,N,29.98999023,6,5,WC,1,0,O,12,S,A,4,M,2,1,C,A,0,N,U,U,U,U,U,Y,109,1000247,,
74.735,240.75,70,1.485,0,0,0,0,0,-69.75,1.485,1,0,1,0,4.333333333,0,70.33333333,0,32.33333333,0,64.33333333,0,0,0,0,12.66666667,0,114.98,0,69.69,10,7.396666667,3,13.04666667,75.66666667,0,143.3833333,0,20.66666667,0,41.28666667,0,2,70.33333333,64.33333333,0,0.666666667,1,51,1,1,N,A,N,8857,23622.08667,3972.85,3675.6,23428.09,8813,75.01,478.12,179.86,264,108,74,290,112,74,C,DALLAS AREA,Y,R,29.98999023,3,3,WCMB,1,1,O,8,M,M,1,M,9,2,C,B,0,H,U,U,U,U,U,Y,578,1000248,,
103.5025,585.5,79.0325,1.2375,64,19.2,19.2,0,0,-334.5,-25.5125,3.666666667,0,5,0,35.66666667,0.333333333,186,0.333333333,94.33333333,0,143.6666667,0,0,0,0,53.33333333,0,256.5133333,0,191.9466667,12.66666667,9.833333333,2.666666667,2.293333333,154,0,249.2133333,0,82,0,199.2466667,0,8.666666667,186.3333333,143.6666667,0,3,1,49,1,1,N,D,N,4655,8821.32,2498.57,2436.37,8666.32,4553,51.84,184.39,96.87,697,292,112,543,253,103,U,DALLAS AREA,Y,N,149.9899902,2,2,WCMB,0,0,,5,M,B,1,M,6,1,C,J,0,S,U,U,U,U,U,N,128,1000249,,
94.9925,1204.5,85,0,0,0,0,0,0.2925,-784.5,-6.5925,12.66666667,0,15.66666667,0,45,0,245.3333333,0,121.3333333,0,180.6666667,0,0.333333333,1,0.993333333,36.66666667,0,413.9566667,0,440.5133333,39.33333333,38.89333333,28.33333333,113.2133333,257.6666667,0,647.1966667,0,35.66666667,0,207.2733333,0,28.33333333,245.3333333,180.6666667,0,6.333333333,0,51,5,5,Y,AA,N,39187,74358.02,5974.87,5873.36,74305.02,39167,122.36,1548.02,815.98,1466,515,97,1135,438,94,U,HOUSTON AREA,Y,R,29.98999023,10,5,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,30,1000250,,
178.035,1755,57.12,6.6825,648.25,64.825,64.825,0,2.6325,-1754,-134.795,30,0,1,0,101.6666667,0,836.3333333,0,218.3333333,0,712,0,0.333333333,2,1.8,105,1,1605.293333,0,556.03,153.3333333,239.0966667,2,19.25333333,776.6666667,0,1966.746667,0,90,0,194.5766667,0,31,836.3333333,712,0,14,1,55,1,1,N,A,N,40397,115477.92,10160.96,9976.01,113987.92,39848,188.23,2150.72,751.85,2340,780,223,2650,811,245,C,SOUTHWEST AREA,Y,R,99.98999023,2,2,WCMB,1,1,O,6,S,S,3,M,5,1,C,B,0,N,U,U,U,U,U,Y,408,1000251,,
180.115,496.75,154.99,0.495,0.25,0.0975,0,0.0975,21.625,-449.75,-22.135,7.666666667,0,0.666666667,0,12,0,72.66666667,0,16.33333333,0,55.33333333,0,0,0,0,4.666666667,0.333333333,158.2866667,0,34.93,7.666666667,9.196666667,1.666666667,2.566666667,40,0,111.1066667,0,27,0,82.11,0,8.333333333,72.66666667,55.33333333,0,0.333333333,1,49,1,1,N,E,N,9634,28030,7639.59,7544.59,27780,9558,160.52,591.06,203.36,647,232,187,610,203,195,S,DALLAS AREA,Y,N,129.9899902,10,5,WCMB,1,0,O,7,M,U,2,M,8,2,C,G,0,S,U,U,U,U,U,Y,195,1000252,,
29.99,18.25,29.99,0,0,0,0,0,0,-4.25,0,0,0,0,0,1,0,13,0,1,0,12,0,0,0,0,0.666666667,0,9.213333333,0,0.706666667,0,0,0,0,12.66666667,0,9.846666667,0,0.333333333,0,0.073333333,0,0,13,12,0,0,0,51,1,1,N,A,N,1963,2987,2330.92,2274.25,2981,1960,47.38,62.1,40.83,20,12,30,22,15,31,T,TENNESSEE AREA,N,N,29.98999023,1,1,NA,0,0,O,15,S,M,3,M,6,1,C,A,0,G,U,U,U,U,U,Y,1538,1000253,,
83.64,838,84.99,4.455,0,0,0,0,0.195,-111,2.67,7.666666667,0,9.333333333,0,54,0.333333333,301.3333333,0.333333333,37.66666667,0,231.6666667,0,0,0,0,21.33333333,0,514.1133333,0,88.65666667,50.66666667,29.24,8,5.716666667,208,0,524.9733333,0,58.33333333,0,77.8,0,17,301.6666667,231.6666667,0,1.666666667,0,51,2,2,Y,A,N,12905,30634.32333,3601.46,3497.33,30079.32,12629,71.37,613.86,257.73,875,291,83,880,275,82,S,MIDWEST AREA,Y,N,199.9899902,6,3,WCMB,0,0,O,3,M,U,2,M,8,,I,C,0,J,U,U,U,U,U,N,239,1000254,,
104.4475,1250.5,75,1.98,0,0,0,0,4.345,-538.5,2.6725,50,0,7.333333333,0,47.33333333,0,254,0,205,0,171.3333333,0,0,0,0,80,0,380.5566667,0,398.96,4.666666667,3.88,0.666666667,2.226666667,288.6666667,0,762.4766667,0,6.666666667,0,17.03666667,0,57.33333333,254,171.3333333,0,9,1,48,2,1,N,A,N,35148,84028.47333,6572.7,6468.14,83917.47,35118,137.62,1785.48,747.19,1430,537,103,1290,529,167,T,SOUTHWEST AREA,Y,N,59.98999023,4,3,WCMB,1,1,O,6,S,U,2,M,7,1,C,A,0,N,U,U,U,U,U,Y,305,1000255,,
50.6875,145,49.99,0.2475,0,0,0,0,0,102,0.2925,1.666666667,0,0.333333333,0,7.333333333,0,68.66666667,0,9.333333333,0,59.33333333,0,0,0,0,7,0,97.10666667,0,11.42,7.333333333,6.296666667,0.666666667,0.453333333,49.66666667,0,78.28333333,0,14.33333333,0,30.24333333,0,2,68.66666667,59.33333333,0,0,1,48,3,2,Y,B,N,3930,7950.096667,2561.87,2492.49,7882.1,3890,53.03,167.7,82.77,111,53,51,86,42,51,T,GREAT LAKES AREA,N,R,9.989997864,3,2,NA,0,0,O,8,S,S,3,M,7,,C,A,1,I,U,U,U,U,U,Y,919,1000256,,
78.6375,960.75,75,0.2475,0,0,0,0,0.39,-54.75,-3.2475,10,0,2.333333333,0,41,0,424.3333333,0,94,0,372.3333333,0,0,0,0,47,0,475.0466667,0,186.6566667,125.6666667,169.2166667,17,70.57666667,443,0,629.2233333,0,22,0,32.48,0,12.33333333,424.3333333,372.3333333,0,6.666666667,1,51,6,5,N,A,N,29914,59143,3986.52,3849.02,58768,29686,78.55,1199.35,605.84,979,507,80,1114,573,79,S,DALLAS AREA,Y,N,59.98999023,3,2,WCMB,1,1,O,5,S,M,2,M,9,1,C,A,0,U,U,U,Y,U,U,Y,643,1000257,,
75.7875,1099.75,75,0,0,0,0,0,0,343.25,0.2625,7.666666667,0,2,0,14,0,174.3333333,0,150.6666667,0,154.3333333,0,0,0,0,75.33333333,0,430.8133333,0,385.1766667,31.66666667,35.40666667,24.33333333,33.66666667,278.3333333,0,779.6966667,0,23,0,36.29333333,0,9.666666667,174.3333333,154.3333333,0,11.33333333,1,53,4,2,N,A,N,16481,47415.02,3200.6,3051.97,46359.02,16089,76.3,1158.98,402.23,985,366,76,1222,444,78,C,DALLAS AREA,Y,N,199.9899902,4,3,WCMB,1,1,O,15,S,M,3,M,8,1,I,A,0,G,U,U,Y,U,U,Y,361,1000258,,
37.0575,371.75,39.99,0.7425,21.5,7.525,7.525,0,0.195,74.25,14.1825,6.666666667,0,6.666666667,0,31.33333333,0,171.3333333,0,61.66666667,0,128.6666667,0,6.333333333,17,12.96666667,35.66666667,0,148.2466667,0,71.03,52.33333333,37.98,11,11.08,90.66666667,0,108.2266667,0,97.66666667,0,111.05,0,13.33333333,171.3333333,128.6666667,0,1.666666667,1,51,3,1,U,A,N,15735,31841.04,2633.29,2483.22,31123.04,15342,65.35,819.03,403.74,347,181,32,344,181,31,T,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,4,4,WCMB,0,0,,,M,A,2,M,,,C,,0,U,U,U,U,U,U,N,519,1000259,,
38.4775,135.5,16.1225,0.2475,59.75,22.1075,22.1075,0,0,-135.5,-48.9575,4.333333333,0,0,0,15,0,105.3333333,0,42,0,87.33333333,0,0.666666667,4.666666667,4.286666667,24.66666667,0.666666667,140.81,0,61.33,13.33333333,31.28666667,0,0,98.66666667,0,168.2133333,0,20.66666667,0,33.92666667,0,4.333333333,105.3333333,87.33333333,0,0,1,55,1,1,N,A,N,2533,5143,1477.52,1477.52,5140,2530,27.88,96.98,47.74,181,91,55,115,63,40,U,NEW ENGLAND AREA,N,N,29.98999023,1,1,NA,0,0,O,7,M,S,1,M,9,,C,B,1,F,U,U,U,U,U,Y,1644,1000260,,
