,TREND
2559062,18.560517122542393
2559063,18.5606325316124
2559064,18.560747940682404
2559065,18.56086334975241
2559066,18.560978758822415
2559067,18.56109416789242
2559068,18.56120957696243
2559069,18.561324986032435
2559070,18.56144039510244
2559071,18.561555804172446
2559072,18.56167121324245
2559073,18.561786622312457
2559074,18.561902031382463
2559075,18.56201744045247
2559076,18.562132849522474
2559077,18.56224825859248
2559078,18.562363667662485
2559079,18.562479076732494
2559080,18.5625944858025
2559081,18.562709894872505
2559082,18.56282530394251
2559083,18.562940713012516
2559084,18.56305612208252
2559085,18.563171531152527
2559086,18.563286940222532
2559087,18.563402349292538
2559088,18.563517758362543
2559089,18.56363316743255
2559090,18.563748576502558
2559091,18.563863985572564
2559092,18.56397939464257
2559093,18.564094803712575
2559094,18.56421021278258
2559095,18.564325621852586
2559096,18.56444103092259
2559097,18.564556439992597
2559098,18.564671849062602
2559099,18.564787258132608
2559100,18.564902667202613
2559101,18.565018076272622
2559102,18.565133485342628
2559103,18.565248894412633
2559104,18.56536430348264
2559105,18.565479712552644
2559106,18.56559512162265
2559107,18.565710530692655
2559108,18.56582593976266
2559109,18.565941348832666
2559110,18.566056757902672
2559111,18.566172166972677
2559112,18.566287576042683
2559113,18.566402985112692
2559114,18.566518394182697
2559115,18.566633803252703
2559116,18.56674921232271
2559117,18.566864621392714
2559118,18.56698003046272
2559119,18.567095439532725
2559120,18.56721084860273
2559121,18.567326257672736
2559122,18.56744166674274
2559123,18.567557075812747
2559124,18.567672484882756
2559125,18.56778789395276
2559126,18.567903303022767
2559127,18.568018712092773
2559128,18.568134121162778
2559129,18.568249530232784
2559130,18.56836493930279
2559131,18.568480348372795
2559132,18.5685957574428
2559133,18.568711166512806
2559134,18.56882657558281
2559135,18.56894198465282
2559136,18.569057393722826
2559137,18.56917280279283
2559138,18.569288211862837
2559139,18.569403620932842
2559140,18.569519030002848
2559141,18.569634439072853
2559142,18.56974984814286
2559143,18.569865257212864
2559144,18.56998066628287
2559145,18.570096075352875
2559146,18.570211484422884
2559147,18.57032689349289
2559148,18.570442302562896
2559149,18.5705577116329
2559150,18.570673120702907
2559151,18.570788529772912
2559152,18.570903938842918
2559153,18.571019347912923
2559154,18.57113475698293
2559155,18.571250166052934
2559156,18.57136557512294
2559157,18.571480984192945
2559158,18.571596393262954
2559159,18.57171180233296
2559160,18.571827211402965
2559161,18.57194262047297
2559162,18.572058029542976
2559163,18.57217343861298
2559164,18.572288847682987
2559165,18.572404256752993
2559166,18.572519665823
2559167,18.572635074893004
2559168,18.57275048396301
2559169,18.57286589303302
2559170,18.572981302103024
2559171,18.57309671117303
2559172,18.573212120243035
2559173,18.57332752931304
2559174,18.573442938383046
2559175,18.57355834745305
2559176,18.573673756523057
2559177,18.573789165593062
2559178,18.573904574663068
2559179,18.574019983733074
2559180,18.574135392803083
2559181,18.574250801873088
2559182,18.574366210943094
2559183,18.5744816200131
2559184,18.574597029083105
2559185,18.57471243815311
2559186,18.574827847223116
2559187,18.57494325629312
2559188,18.575058665363127
2559189,18.575174074433132
2559190,18.575289483503138
2559191,18.575404892573147
2559192,18.575520301643152
2559193,18.575635710713158
2559194,18.575751119783163
2559195,18.57586652885317
2559196,18.575981937923174
2559197,18.57609734699318
2559198,18.576212756063185
2559199,18.57632816513319
2559200,18.576443574203196
2559201,18.576558983273202
2559202,18.576674392343207
2559203,18.576789801413216
2559204,18.576905210483222
2559205,18.577020619553227
2559206,18.577136028623233
2559207,18.57725143769324
2559208,18.577366846763244
2559209,18.57748225583325
2559210,18.577597664903255
2559211,18.57771307397326
2559212,18.577828483043266
2559213,18.57794389211327
2559214,18.57805930118328
2559215,18.578174710253286
2559216,18.57829011932329
2559217,18.578405528393297
2559218,18.578520937463303
2559219,18.578636346533308
2559220,18.578751755603314
2559221,18.57886716467332
2559222,18.578982573743325
2559223,18.57909798281333
2559224,18.579213391883336
2559225,18.579328800953345
2559226,18.57944421002335
2559227,18.579559619093356
2559228,18.57967502816336
2559229,18.579790437233367
2559230,18.579905846303372
2559231,18.580021255373378
2559232,18.580136664443383
2559233,18.58025207351339
2559234,18.580367482583394
2559235,18.5804828916534
2559236,18.58059830072341
2559237,18.580713709793415
2559238,18.58082911886342
2559239,18.580944527933426
2559240,18.58105993700343
2559241,18.581175346073437
2559242,18.581290755143442
2559243,18.581406164213448
2559244,18.581521573283453
2559245,18.58163698235346
2559246,18.581752391423464
2559247,18.58186780049347
2559248,18.58198320956348
2559249,18.582098618633484
2559250,18.58221402770349
2559251,18.582329436773495
2559252,18.5824448458435
2559253,18.582560254913506
2559254,18.582675663983512
2559255,18.582791073053517
2559256,18.582906482123523
2559257,18.58302189119353
2559258,18.583137300263534
2559259,18.583252709333543
2559260,18.58336811840355
2559261,18.583483527473554
2559262,18.58359893654356
2559263,18.583714345613565
2559264,18.58382975468357
2559265,18.583945163753576
2559266,18.58406057282358
2559267,18.584175981893587
2559268,18.584291390963593
2559269,18.584406800033598
2559270,18.584522209103607
2559271,18.584637618173613
2559272,18.584753027243618
2559273,18.584868436313624
2559274,18.58498384538363
2559275,18.585099254453635
2559276,18.58521466352364
2559277,18.585330072593646
2559278,18.58544548166365
2559279,18.585560890733657
2559280,18.585676299803662
2559281,18.58579170887367
2559282,18.585907117943677
2559283,18.586022527013682
2559284,18.586137936083688
2559285,18.586253345153693
2559286,18.5863687542237
2559287,18.586484163293704
2559288,18.58659957236371
2559289,18.586714981433715
2559290,18.58683039050372
2559291,18.586945799573726
2559292,18.587061208643732
2559293,18.58717661771374
2559294,18.587292026783746
2559295,18.587407435853752
2559296,18.587522844923758
2559297,18.587638253993763
2559298,18.58775366306377
2559299,18.587869072133774
2559300,18.58798448120378
2559301,18.588099890273785
2559302,18.58821529934379
2559303,18.588330708413796
2559304,18.588446117483805
2559305,18.58856152655381
2559306,18.588676935623816
2559307,18.58879234469382
2559308,18.588907753763827
2559309,18.589023162833833
2559310,18.58913857190384
2559311,18.589253980973844
2559312,18.58936939004385
2559313,18.589484799113855
2559314,18.58960020818386
2559315,18.58971561725387
2559316,18.589831026323875
2559317,18.58994643539388
2559318,18.590061844463886
2559319,18.59017725353389
2559320,18.590292662603897
2559321,18.590408071673902
2559322,18.590523480743908
2559323,18.590638889813913
2559324,18.59075429888392
2559325,18.590869707953924
2559326,18.590985117023934
2559327,18.59110052609394
2559328,18.591215935163945
2559329,18.59133134423395
2559330,18.591446753303956
2559331,18.59156216237396
2559332,18.591677571443967
2559333,18.591792980513972
2559334,18.591908389583978
2559335,18.592023798653983
2559336,18.59213920772399
2559337,18.592254616793994
2559338,18.592370025864003
2559339,18.59248543493401
2559340,18.592600844004014
2559341,18.59271625307402
2559342,18.592831662144025
2559343,18.59294707121403
2559344,18.593062480284036
2559345,18.593177889354042
2559346,18.593293298424047
2559347,18.593408707494053
2559348,18.59352411656406
2559349,18.593639525634067
2559350,18.593754934704073
2559351,18.59387034377408
2559352,18.593985752844084
2559353,18.59410116191409
2559354,18.594216570984095
2559355,18.5943319800541
2559356,18.594447389124106
2559357,18.59456279819411
2559358,18.594678207264117
2559359,18.594793616334123
2559360,18.59490902540413
2559361,18.595024434474137
2559362,18.595139843544143
2559363,18.595255252614148
2559364,18.595370661684154
2559365,18.59548607075416
2559366,18.595601479824165
2559367,18.59571688889417
2559368,18.595832297964176
2559369,18.59594770703418
2559370,18.596063116104187
2559371,18.596178525174196
2559372,18.5962939342442
2559373,18.596409343314207
2559374,18.596524752384212
2559375,18.596640161454218
2559376,18.596755570524223
2559377,18.59687097959423
2559378,18.596986388664234
2559379,18.59710179773424
2559380,18.597217206804245
2559381,18.59733261587425
2559382,18.597448024944256
2559383,18.597563434014265
2559384,18.59767884308427
2559385,18.597794252154277
2559386,18.597909661224282
2559387,18.598025070294288
2559388,18.598140479364293
2559389,18.5982558884343
2559390,18.598371297504304
2559391,18.59848670657431
2559392,18.598602115644315
2559393,18.59871752471432
2559394,18.59883293378433
2559395,18.598948342854335
2559396,18.59906375192434
2559397,18.599179160994346
2559398,18.59929457006435
2559399,18.599409979134357
2559400,18.599525388204363
2559401,18.59964079727437
2559402,18.599756206344374
2559403,18.59987161541438
2559404,18.599987024484385
2559405,18.600102433554394
2559406,18.6002178426244
2559407,18.600333251694405
2559408,18.60044866076441
2559409,18.600564069834416
2559410,18.60067947890442
2559411,18.600794887974427
2559412,18.600910297044432
2559413,18.601025706114438
2559414,18.601141115184443
2559415,18.60125652425445
2559416,18.601371933324458
2559417,18.601487342394464
2559418,18.60160275146447
2559419,18.601718160534475
2559420,18.60183356960448
2559421,18.601948978674486
2559422,18.60206438774449
2559423,18.602179796814497
2559424,18.602295205884502
2559425,18.602410614954508
2559426,18.602526024024513
2559427,18.60264143309452
2559428,18.602756842164528
2559429,18.602872251234533
2559430,18.60298766030454
2559431,18.603103069374544
2559432,18.60321847844455
2559433,18.603333887514555
2559434,18.60344929658456
2559435,18.603564705654566
2559436,18.603680114724572
2559437,18.603795523794577
2559438,18.603910932864583
2559439,18.604026341934592
2559440,18.604141751004597
2559441,18.604257160074603
2559442,18.60437256914461
2559443,18.604487978214614
2559444,18.60460338728462
2559445,18.604718796354625
2559446,18.60483420542463
2559447,18.604949614494636
2559448,18.60506502356464
2559449,18.605180432634647
2559450,18.605295841704656
2559451,18.60541125077466
2559452,18.605526659844667
2559453,18.605642068914673
2559454,18.605757477984678
2559455,18.605872887054684
2559456,18.60598829612469
2559457,18.606103705194695
2559458,18.6062191142647
2559459,18.606334523334706
2559460,18.60644993240471
2559461,18.60656534147472
2559462,18.606680750544726
2559463,18.60679615961473
2559464,18.606911568684737
2559465,18.607026977754742
2559466,18.607142386824748
2559467,18.607257795894753
2559468,18.60737320496476
2559469,18.607488614034764
2559470,18.60760402310477
2559471,18.607719432174775
2559472,18.60783484124478
2559473,18.60795025031479
2559474,18.608065659384796
2559475,18.6081810684548
2559476,18.608296477524807
2559477,18.608411886594812
2559478,18.608527295664818
2559479,18.608642704734823
2559480,18.60875811380483
2559481,18.608873522874834
2559482,18.60898893194484
2559483,18.609104341014845
2559484,18.609219750084854
2559485,18.60933515915486
2559486,18.609450568224865
2559487,18.60956597729487
2559488,18.609681386364876
2559489,18.60979679543488
2559490,18.609912204504887
2559491,18.610027613574893
2559492,18.6101430226449
2559493,18.610258431714904
2559494,18.61037384078491
2559495,18.61048924985492
2559496,18.610604658924924
2559497,18.61072006799493
2559498,18.610835477064935
2559499,18.61095088613494
2559500,18.611066295204946
2559501,18.61118170427495
2559502,18.611297113344957
2559503,18.611412522414962
2559504,18.611527931484968
2559505,18.611643340554973
2559506,18.611758749624983
2559507,18.611874158694988
2559508,18.611989567764994
2559509,18.612104976835
2559510,18.612220385905005
2559511,18.61233579497501
2559512,18.612451204045016
2559513,18.61256661311502
2559514,18.612682022185027
2559515,18.612797431255032
2559516,18.612912840325038
2559517,18.613028249395043
2559518,18.613143658465052
2559519,18.613259067535058
2559520,18.613374476605063
2559521,18.61348988567507
2559522,18.613605294745074
2559523,18.61372070381508
2559524,18.613836112885085
2559525,18.61395152195509
2559526,18.614066931025096
2559527,18.614182340095102
2559528,18.614297749165107
2559529,18.614413158235116
2559530,18.614528567305122
2559531,18.614643976375127
2559532,18.614759385445133
2559533,18.61487479451514
2559534,18.614990203585144
2559535,18.61510561265515
2559536,18.615221021725155
2559537,18.61533643079516
2559538,18.615451839865166
2559539,18.61556724893517
2559540,18.61568265800518
2559541,18.615798067075186
2559542,18.61591347614519
2559543,18.616028885215197
2559544,18.616144294285203
2559545,18.616259703355208
2559546,18.616375112425214
2559547,18.61649052149522
2559548,18.616605930565225
2559549,18.61672133963523
2559550,18.616836748705236
2559551,18.616952157775245
2559552,18.61706756684525
2559553,18.617182975915256
2559554,18.61729838498526
2559555,18.617413794055267
2559556,18.617529203125272
2559557,18.617644612195278
2559558,18.617760021265283
2559559,18.61787543033529
2559560,18.617990839405294
2559561,18.6181062484753
2559562,18.618221657545305
2559563,18.618337066615315
2559564,18.61845247568532
2559565,18.618567884755326
2559566,18.61868329382533
2559567,18.618798702895337
2559568,18.618914111965342
2559569,18.619029521035348
2559570,18.619144930105353
2559571,18.61926033917536
2559572,18.619375748245364
2559573,18.61949115731537
2559574,18.61960656638538
2559575,18.619721975455384
2559576,18.61983738452539
2559577,18.619952793595395
2559578,18.6200682026654
2559579,18.620183611735406
2559580,18.62029902080541
2559581,18.620414429875417
2559582,18.620529838945423
2559583,18.62064524801543
2559584,18.620760657085434
2559585,18.620876066155443
2559586,18.62099147522545
2559587,18.621106884295454
2559588,18.62122229336546
2559589,18.621337702435465
2559590,18.62145311150547
2559591,18.621568520575476
2559592,18.62168392964548
2559593,18.621799338715487
2559594,18.621914747785492
2559595,18.622030156855498
2559596,18.622145565925507
2559597,18.622260974995513
2559598,18.622376384065518
2559599,18.622491793135524
2559600,18.62260720220553
2559601,18.622722611275535
2559602,18.62283802034554
2559603,18.622953429415546
2559604,18.62306883848555
2559605,18.623184247555557
2559606,18.623299656625562
2559607,18.623415065695568
2559608,18.623530474765577
2559609,18.623645883835582
2559610,18.623761292905588
2559611,18.623876701975593
2559612,18.6239921110456
2559613,18.624107520115604
2559614,18.62422292918561
2559615,18.624338338255615
2559616,18.62445374732562
2559617,18.624569156395626
2559618,18.624684565465632
2559619,18.62479997453564
2559620,18.624915383605646
2559621,18.625030792675652
2559622,18.625146201745657
2559623,18.625261610815663
2559624,18.62537701988567
2559625,18.625492428955674
2559626,18.62560783802568
2559627,18.625723247095685
2559628,18.62583865616569
2559629,18.625954065235696
2559630,18.626069474305705
2559631,18.62618488337571
2559632,18.626300292445716
2559633,18.62641570151572
2559634,18.626531110585727
2559635,18.626646519655733
2559636,18.626761928725738
2559637,18.626877337795744
2559638,18.62699274686575
2559639,18.627108155935755
2559640,18.62722356500576
2559641,18.62733897407577
2559642,18.627454383145775
2559643,18.62756979221578
2559644,18.627685201285786
2559645,18.62780061035579
2559646,18.627916019425797
2559647,18.628031428495802
2559648,18.628146837565808
2559649,18.628262246635813
2559650,18.62837765570582
2559651,18.628493064775824
2559652,18.62860847384583
2559653,18.62872388291584
2559654,18.628839291985845
2559655,18.62895470105585
2559656,18.629070110125856
2559657,18.62918551919586
2559658,18.629300928265867
2559659,18.629416337335872
2559660,18.629531746405878
2559661,18.629647155475883
2559662,18.62976256454589
2559663,18.629877973615894
2559664,18.629993382685903
2559665,18.63010879175591
2559666,18.630224200825914
2559667,18.63033960989592
2559668,18.630455018965925
2559669,18.63057042803593
2559670,18.630685837105936
2559671,18.630801246175942
2559672,18.630916655245947
2559673,18.631032064315953
2559674,18.63114747338596
2559675,18.631262882455967
2559676,18.631378291525973
2559677,18.63149370059598
2559678,18.631609109665984
2559679,18.63172451873599
2559680,18.631839927805995
2559681,18.631955336876
2559682,18.632070745946006
2559683,18.63218615501601
2559684,18.632301564086017
2559685,18.632416973156023
2559686,18.63253238222603
2559687,18.632647791296037
2559688,18.632763200366043
2559689,18.632878609436048
2559690,18.632994018506054
2559691,18.63310942757606
2559692,18.633224836646065
2559693,18.63334024571607
2559694,18.633455654786076
2559695,18.63357106385608
2559696,18.633686472926087
2559697,18.633801881996092
2559698,18.6339172910661
2559699,18.634032700136107
2559700,18.634148109206112
2559701,18.634263518276118
2559702,18.634378927346123
2559703,18.63449433641613
2559704,18.634609745486134
2559705,18.63472515455614
2559706,18.634840563626145
2559707,18.63495597269615
2559708,18.635071381766156
2559709,18.635186790836165
2559710,18.63530219990617
2559711,18.635417608976176
2559712,18.635533018046182
2559713,18.635648427116188
2559714,18.635763836186193
2559715,18.6358792452562
2559716,18.635994654326204
2559717,18.63611006339621
2559718,18.636225472466215
2559719,18.63634088153622
2559720,18.63645629060623
2559721,18.636571699676235
2559722,18.63668710874624
2559723,18.636802517816246
2559724,18.63691792688625
2559725,18.637033335956257
2559726,18.637148745026263
2559727,18.63726415409627
2559728,18.637379563166274
2559729,18.63749497223628
2559730,18.637610381306285
2559731,18.637725790376294
2559732,18.6378411994463
2559733,18.637956608516305
2559734,18.63807201758631
2559735,18.638187426656316
2559736,18.63830283572632
2559737,18.638418244796327
2559738,18.638533653866332
2559739,18.638649062936338
2559740,18.638764472006343
2559741,18.63887988107635
2559742,18.638995290146354
2559743,18.639110699216364
2559744,18.63922610828637
2559745,18.639341517356375
2559746,18.63945692642638
2559747,18.639572335496386
2559748,18.63968774456639
2559749,18.639803153636397
2559750,18.639918562706402
2559751,18.640033971776408
2559752,18.640149380846413
2559753,18.64026478991642
2559754,18.640380198986428
2559755,18.640495608056433
2559756,18.64061101712644
2559757,18.640726426196444
2559758,18.64084183526645
2559759,18.640957244336455
2559760,18.64107265340646
2559761,18.641188062476466
2559762,18.641303471546472
2559763,18.641418880616477
2559764,18.641534289686483
2559765,18.641649698756492
2559766,18.641765107826497
2559767,18.641880516896503
2559768,18.64199592596651
2559769,18.642111335036514
2559770,18.64222674410652
2559771,18.642342153176525
2559772,18.64245756224653
2559773,18.642572971316536
2559774,18.64268838038654
2559775,18.642803789456547
2559776,18.642919198526556
2559777,18.64303460759656
2559778,18.643150016666567
2559779,18.643265425736573
2559780,18.643380834806578
2559781,18.643496243876584
2559782,18.64361165294659
2559783,18.643727062016595
2559784,18.6438424710866
2559785,18.643957880156606
2559786,18.64407328922661
2559787,18.644188698296617
2559788,18.644304107366626
2559789,18.64441951643663
2559790,18.644534925506637
2559791,18.644650334576642
2559792,18.644765743646648
2559793,18.644881152716653
2559794,18.64499656178666
2559795,18.645111970856664
2559796,18.64522737992667
2559797,18.645342788996675
2559798,18.64545819806668
2559799,18.64557360713669
2559800,18.645689016206695
2559801,18.6458044252767
2559802,18.645919834346707
2559803,18.646035243416712
2559804,18.646150652486718
2559805,18.646266061556723
2559806,18.64638147062673
2559807,18.646496879696734
2559808,18.64661228876674
2559809,18.646727697836745
2559810,18.646843106906754
2559811,18.64695851597676
2559812,18.647073925046765
2559813,18.64718933411677
2559814,18.647304743186776
2559815,18.64742015225678
2559816,18.647535561326787
2559817,18.647650970396793
2559818,18.6477663794668
2559819,18.647881788536804
2559820,18.64799719760681
2559821,18.64811260667682
2559822,18.648228015746824
2559823,18.64834342481683
2559824,18.648458833886835
2559825,18.64857424295684
2559826,18.648689652026846
2559827,18.64880506109685
2559828,18.648920470166857
2559829,18.649035879236862
2559830,18.649151288306868
2559831,18.649266697376873
2559832,18.64938210644688
2559833,18.649497515516888
2559834,18.649612924586894
2559835,18.6497283336569
2559836,18.649843742726905
2559837,18.64995915179691
2559838,18.650074560866916
2559839,18.65018996993692
2559840,18.650305379006927
2559841,18.650420788076932
2559842,18.650536197146938
2559843,18.650651606216943
2559844,18.650767015286952
2559845,18.650882424356958
2559846,18.650997833426963
2559847,18.65111324249697
2559848,18.651228651566974
2559849,18.65134406063698
2559850,18.651459469706985
2559851,18.65157487877699
2559852,18.651690287846996
2559853,18.651805696917002
2559854,18.651921105987007
2559855,18.652036515057016
2559856,18.652151924127022
2559857,18.652267333197027
2559858,18.652382742267033
2559859,18.65249815133704
2559860,18.652613560407044
2559861,18.65272896947705
2559862,18.652844378547055
2559863,18.65295978761706
2559864,18.653075196687066
2559865,18.65319060575707
2559866,18.65330601482708
2559867,18.653421423897086
2559868,18.65353683296709
2559869,18.653652242037097
2559870,18.653767651107103
2559871,18.653883060177108
2559872,18.653998469247114
2559873,18.65411387831712
2559874,18.654229287387125
2559875,18.65434469645713
2559876,18.654460105527136
2559877,18.65457551459714
2559878,18.65469092366715
2559879,18.654806332737156
2559880,18.65492174180716
2559881,18.655037150877167
2559882,18.655152559947172
2559883,18.655267969017178
2559884,18.655383378087183
2559885,18.65549878715719
2559886,18.655614196227194
2559887,18.6557296052972
2559888,18.655845014367205
2559889,18.655960423437215
2559890,18.65607583250722
2559891,18.656191241577226
2559892,18.65630665064723
2559893,18.656422059717237
2559894,18.656537468787242
2559895,18.656652877857248
2559896,18.656768286927253
2559897,18.65688369599726
2559898,18.656999105067264
2559899,18.65711451413727
2559900,18.65722992320728
2559901,18.657345332277284
2559902,18.65746074134729
2559903,18.657576150417295
2559904,18.6576915594873
2559905,18.657806968557306
2559906,18.65792237762731
2559907,18.658037786697317
2559908,18.658153195767323
2559909,18.65826860483733
2559910,18.658384013907334
2559911,18.658499422977343
2559912,18.65861483204735
2559913,18.658730241117354
2559914,18.65884565018736
2559915,18.658961059257365
2559916,18.65907646832737
2559917,18.659191877397376
2559918,18.65930728646738
2559919,18.659422695537387
2559920,18.659538104607392
2559921,18.659653513677398
2559922,18.659768922747404
2559923,18.659884331817413
2559924,18.659999740887418
2559925,18.660115149957424
2559926,18.66023055902743
2559927,18.660345968097435
2559928,18.66046137716744
2559929,18.660576786237446
2559930,18.66069219530745
2559931,18.660807604377457
2559932,18.660923013447462
2559933,18.661038422517468
2559934,18.661153831587477
2559935,18.661269240657482
2559936,18.661384649727488
2559937,18.661500058797493
2559938,18.6616154678675
2559939,18.661730876937504
2559940,18.66184628600751
2559941,18.661961695077515
2559942,18.66207710414752
2559943,18.662192513217526
2559944,18.662307922287532
2559945,18.66242333135754
2559946,18.662538740427546
2559947,18.662654149497552
2559948,18.662769558567557
2559949,18.662884967637563
2559950,18.66300037670757
2559951,18.663115785777574
2559952,18.66323119484758
2559953,18.663346603917585
2559954,18.66346201298759
2559955,18.663577422057596
2559956,18.663692831127605
2559957,18.66380824019761
2559958,18.663923649267616
2559959,18.66403905833762
2559960,18.664154467407627
2559961,18.664269876477633
2559962,18.664385285547638
2559963,18.664500694617644
2559964,18.66461610368765
2559965,18.664731512757655
2559966,18.66484692182766
2559967,18.664962330897666
2559968,18.665077739967675
2559969,18.66519314903768
2559970,18.665308558107686
2559971,18.66542396717769
2559972,18.665539376247697
2559973,18.665654785317702
2559974,18.665770194387708
2559975,18.665885603457713
2559976,18.66600101252772
2559977,18.666116421597724
2559978,18.66623183066773
2559979,18.66634723973774
2559980,18.666462648807745
2559981,18.66657805787775
2559982,18.666693466947756
2559983,18.66680887601776
2559984,18.666924285087767
2559985,18.667039694157772
2559986,18.667155103227778
2559987,18.667270512297783
2559988,18.66738592136779
2559989,18.667501330437794
2559990,18.667616739507803
2559991,18.66773214857781
2559992,18.667847557647814
2559993,18.66796296671782
2559994,18.668078375787825
2559995,18.66819378485783
2559996,18.668309193927836
2559997,18.668424602997842
2559998,18.668540012067847
2559999,18.668655421137853
2560000,18.66877083020786
2560001,18.668886239277867
2560002,18.669001648347873
2560003,18.66911705741788
2560004,18.669232466487884
2560005,18.66934787555789
2560006,18.669463284627895
2560007,18.6695786936979
2560008,18.669694102767906
2560009,18.66980951183791
2560010,18.669924920907917
2560011,18.670040329977923
2560012,18.670155739047928
2560013,18.670271148117937
2560014,18.670386557187943
2560015,18.670501966257948
2560016,18.670617375327954
2560017,18.67073278439796
2560018,18.670848193467965
2560019,18.67096360253797
2560020,18.671079011607976
2560021,18.67119442067798
2560022,18.671309829747987
2560023,18.671425238817992
2560024,18.671540647888
2560025,18.671656056958007
2560026,18.671771466028012
2560027,18.671886875098018
2560028,18.672002284168023
2560029,18.67211769323803
2560030,18.672233102308034
2560031,18.67234851137804
2560032,18.672463920448045
2560033,18.67257932951805
2560034,18.672694738588056
2560035,18.672810147658065
2560036,18.67292555672807
2560037,18.673040965798076
2560038,18.673156374868082
2560039,18.673271783938088
2560040,18.673387193008093
2560041,18.6735026020781
2560042,18.673618011148104
2560043,18.67373342021811
2560044,18.673848829288115
2560045,18.67396423835812
2560046,18.67407964742813
2560047,18.674195056498135
2560048,18.67431046556814
2560049,18.674425874638146
2560050,18.67454128370815
2560051,18.674656692778157
2560052,18.674772101848163
2560053,18.67488751091817
2560054,18.675002919988174
2560055,18.67511832905818
2560056,18.675233738128185
2560057,18.675349147198194
2560058,18.6754645562682
2560059,18.675579965338205
2560060,18.67569537440821
2560061,18.675810783478216
2560062,18.67592619254822
2560063,18.676041601618227
2560064,18.676157010688232
2560065,18.676272419758238
2560066,18.676387828828243
2560067,18.67650323789825
2560068,18.676618646968254
2560069,18.676734056038264
2560070,18.67684946510827
2560071,18.676964874178275
2560072,18.67708028324828
2560073,18.677195692318286
2560074,18.67731110138829
2560075,18.677426510458297
2560076,18.677541919528302
2560077,18.677657328598308
2560078,18.677772737668313
2560079,18.67788814673832
2560080,18.678003555808328
2560081,18.678118964878333
2560082,18.67823437394834
2560083,18.678349783018344
2560084,18.67846519208835
2560085,18.678580601158355
2560086,18.67869601022836
2560087,18.678811419298366
2560088,18.678926828368372
2560089,18.679042237438377
2560090,18.679157646508383
2560091,18.679273055578392
2560092,18.679388464648397
2560093,18.679503873718403
2560094,18.67961928278841
2560095,18.679734691858414
2560096,18.67985010092842
2560097,18.679965509998425
2560098,18.68008091906843
2560099,18.680196328138436
2560100,18.68031173720844
2560101,18.680427146278447
2560102,18.680542555348456
2560103,18.68065796441846
2560104,18.680773373488467
2560105,18.680888782558473
2560106,18.681004191628478
2560107,18.681119600698484
2560108,18.68123500976849
2560109,18.681350418838495
2560110,18.6814658279085
2560111,18.681581236978506
2560112,18.68169664604851
2560113,18.681812055118517
2560114,18.681927464188526
2560115,18.68204287325853
2560116,18.682158282328537
2560117,18.682273691398542
2560118,18.682389100468548
2560119,18.682504509538553
2560120,18.68261991860856
2560121,18.682735327678564
2560122,18.68285073674857
2560123,18.682966145818575
2560124,18.68308155488858
2560125,18.68319696395859
2560126,18.683312373028595
2560127,18.6834277820986
2560128,18.683543191168607
2560129,18.683658600238612
2560130,18.683774009308618
2560131,18.683889418378623
2560132,18.68400482744863
2560133,18.684120236518634
2560134,18.68423564558864
2560135,18.684351054658645
2560136,18.684466463728654
2560137,18.68458187279866
2560138,18.684697281868665
2560139,18.68481269093867
2560140,18.684928100008676
2560141,18.68504350907868
2560142,18.685158918148687
2560143,18.685274327218693
2560144,18.6853897362887
2560145,18.685505145358704
2560146,18.68562055442871
2560147,18.68573596349872
2560148,18.685851372568724
2560149,18.68596678163873
2560150,18.686082190708735
2560151,18.68619759977874
2560152,18.686313008848746
2560153,18.68642841791875
2560154,18.686543826988757
2560155,18.686659236058762
2560156,18.686774645128768
2560157,18.686890054198773
2560158,18.68700546326878
2560159,18.687120872338788
2560160,18.687236281408794
2560161,18.6873516904788
2560162,18.687467099548805
2560163,18.68758250861881
2560164,18.687697917688816
2560165,18.68781332675882
2560166,18.687928735828827
2560167,18.688044144898832
2560168,18.688159553968838
2560169,18.688274963038843
2560170,18.688390372108852
2560171,18.688505781178858
2560172,18.688621190248863
2560173,18.68873659931887
2560174,18.688852008388874
2560175,18.68896741745888
2560176,18.689082826528885
2560177,18.68919823559889
2560178,18.689313644668896
2560179,18.689429053738902
2560180,18.689544462808907
2560181,18.689659871878916
2560182,18.689775280948922
2560183,18.689890690018927
2560184,18.690006099088933
2560185,18.69012150815894
2560186,18.690236917228944
2560187,18.69035232629895
2560188,18.690467735368955
2560189,18.69058314443896
2560190,18.690698553508966
2560191,18.69081396257897
2560192,18.69092937164898
2560193,18.691044780718986
2560194,18.69116018978899
2560195,18.691275598858997
2560196,18.691391007929003
2560197,18.691506416999008
2560198,18.691621826069014
2560199,18.69173723513902
2560200,18.691852644209025
2560201,18.69196805327903
2560202,18.692083462349036
2560203,18.69219887141904
2560204,18.69231428048905
2560205,18.692429689559056
2560206,18.69254509862906
2560207,18.692660507699067
2560208,18.692775916769072
2560209,18.692891325839078
2560210,18.693006734909083
2560211,18.69312214397909
2560212,18.693237553049094
2560213,18.6933529621191
2560214,18.693468371189105
2560215,18.693583780259114
2560216,18.69369918932912
2560217,18.693814598399126
2560218,18.69393000746913
2560219,18.694045416539137
2560220,18.694160825609142
2560221,18.694276234679148
2560222,18.694391643749153
2560223,18.69450705281916
2560224,18.694622461889164
2560225,18.69473787095917
2560226,18.69485328002918
2560227,18.694968689099184
