,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean
2236,84.99,0.2475,93.25,37.3
2237,32.49,0.2475,0.0,0.0
2238,29.99,0.2475,37.75,11.325
2239,59.99,4.2075,54.5,21.8
2240,59.99,0.495,3.25,0.975
2241,32.49,0.7425,1.25,0.375
2242,29.99,0.0,9.0,2.25
2243,59.99,0.495,32.0,12.8
2244,32.0875,1.98,10.25,2.5625
2245,36.04,0.2475,1.0,0.4
2246,34.385,0.0,6.0,1.56
2247,16.99,0.2475,9.75,4.875
2248,59.99,0.0,63.25,25.3
2249,16.99,0.2475,32.0,11.84
2250,29.99,0.495,0.0,0.0
2251,104.98,7.6725,253.25,50.745
2252,19.99333333,0.33,218.0,56.68
2253,29.99,0.0,0.0,0.0
2254,29.99,1.485,27.5,6.875
2255,44.99,0.0,0.0,0.0
2256,5.0,0.0,34.25,34.25
2257,34.99,0.2475,88.75,35.5
2258,39.99,0.0,0.0,0.0
2259,49.99,0.0,0.0,0.0
2260,39.99,0.0,23.25,9.3
2261,44.99,0.0,0.0,0.0
2262,10.0,0.0,0.0,0.0
2263,5.0,0.0,0.0,0.0
2264,102.41,0.0,69.25,17.3125
2265,49.99,0.0,0.0,0.0
2266,16.99,0.0,0.0,0.0
2267,43.6575,0.495,74.0,66.2
2268,30.0,0.2475,0.0,0.0
2269,49.99,1.98,2.75,1.0725
2270,29.99,0.495,0.0,0.0
2271,59.99,1.98,0.0,0.0
2272,34.98,0.2475,5.25,1.47
2273,44.99,0.0,2.0,0.78
2274,16.99,0.0,6.75,2.025
2275,59.99,1.485,7.5,2.385
2276,44.99,0.0,18.5,6.475
2277,64.99,0.0,0.0,0.0
2278,74.98,0.0,39.0,7.895
2279,35.99,0.2475,0.0,0.0
2280,29.75,0.495,5.75,2.0125
2281,69.99,0.0,66.0,23.1
2282,49.99,0.495,50.25,15.075
2283,29.99,0.0,0.0,0.0
2284,54.3475,0.99,52.5,20.9075
2285,29.99,0.7425,0.0,0.0
2286,30.0,0.2475,141.75,56.7
2287,69.99,2.97,115.0,40.25
2288,47.5725,0.0,0.25,0.0975
2289,69.99,0.0,197.0,78.8
2290,42.615,0.0,154.75,61.9
2291,29.83,0.0,15.0,5.9875
2292,30.0,0.0,1.0,0.35
2293,29.99,0.0,10.5,3.675
2294,29.99,0.0,0.0,0.0
2295,90.3925,0.0,34.5,8.625
2296,122.8225,4.455,121.0,30.25
2297,44.99,0.0,0.0,0.0
2298,10.0,0.2475,0.0,0.0
2299,34.98,0.7425,64.25,22.4875
2300,10.0,0.0,1.75,0.525
2301,29.99,0.0,0.0,0.0
2302,175.4725,11.385,163.25,32.6375
2303,52.49,0.2475,14.5,5.8
2304,24.99,1.2375,42.25,15.6325
2305,30.0,0.0,0.0,0.0
2306,29.99,0.0,0.0,0.0
2307,34.98,0.0,0.0,0.0
2308,29.99,0.0,31.0,8.68
2309,71.4425,3.465,26.5,7.95
2310,75.0,0.99,89.5,22.375
2311,32.49,0.2475,147.25,50.8575
2312,16.99,0.0,0.0,0.0
2313,103.315,12.375,38.0,9.535
2314,85.0,1.7325,18.5,4.625
2315,29.99,0.0,0.0,0.0
2316,5.0,0.0,0.0,0.0
2317,50.0,0.7425,0.0,0.0
2318,29.99,4.7025,91.75,32.1925
2319,30.0,0.2475,0.0,0.0
2320,44.99,0.0,15.0,6.0
2321,16.99,0.0,2.5,1.0
2322,16.99,0.0,0.0,0.0
2323,57.99,3.465,99.5,29.94
2324,30.0,4.7025,31.25,10.9375
2325,109.99,2.475,0.0,0.0
2326,59.99,2.475,0.5,0.195
2327,75.0,2.475,0.0,0.0
2328,84.99,0.0,85.25,21.3125
2329,49.99,6.435,0.0,0.0
2330,49.99,0.7425,202.25,60.675
2331,29.99,0.0,1.0,0.39
2332,44.99,0.0,0.0,0.0
2333,149.99,0.2475,0.0,0.0
2334,19.99,0.0,0.0,0.0
2335,50.0,0.495,35.75,10.725
2336,49.99,0.0,34.25,7.535
2337,59.99,2.97,143.5,43.05
2338,69.99,0.495,12.75,4.4625
2339,70.95333333,10.89,2756.0,1102.4
2340,29.99,0.0,0.0,0.0
2341,33.285,0.0,0.25,0.0975
2342,49.99,2.475,236.25,59.0625
2343,29.99,0.0,0.0,0.0
2344,29.99,0.0,0.0,0.0
2345,54.98,0.0,0.0,0.0
2346,50.0,0.0,265.5,66.375
2347,16.99,0.0,0.0,0.0
2348,29.99,0.0,0.0,0.0
2349,36.6675,0.99,49.0,14.7
2350,24.99,0.0,0.0,0.0
2351,49.99,0.0,140.25,42.075
2352,59.99,0.0,20.75,8.3
2353,45.0,0.2475,0.0,0.0
2354,44.99,0.2475,0.0,0.0
2355,19.99,0.0,12.5,4.875
2356,16.99,0.0,0.0,0.0
2357,16.99,0.0,21.25,8.5
2358,34.99,0.495,0.0,0.0
2359,16.99,0.0,12.0,3.6
2360,79.99,0.0,0.0,0.0
2361,69.99,0.2475,0.0,0.0
2362,16.99,0.0,12.0,4.2
2363,44.99,0.2475,0.0,0.0
2364,30.0,2.97,0.0,0.0
2365,29.99,0.495,8.25,2.0625
2366,57.49,0.0,179.25,44.8125
2367,29.7575,0.0,50.75,17.7625
2368,84.99,3.465,62.75,15.6875
2369,69.99,5.1975,0.0,0.0
2370,29.99,0.99,5.25,1.575
2371,75.0,0.99,426.0,106.535
2372,59.99,0.495,0.0,0.0
2373,40.0,0.2475,0.0,0.0
2374,69.99,1.485,0.0,0.0
2375,29.99,0.7425,70.0,17.5
2376,35.99,0.0,0.5,0.15
2377,59.99,4.2075,498.25,199.3
2378,49.99,0.99,0.0,0.0
2379,59.99,2.2275,0.0,0.0
2380,29.99,0.0,0.0,0.0
2381,30.0,0.0,4.75,1.6625
2382,40.0,0.495,0.0,0.0
2383,63.3225,0.0,0.0,0.0
2384,54.99,0.0,0.0,0.0
2385,34.98,0.2475,24.75,6.93
2386,39.99,0.0,0.0,0.0
2387,16.99,0.0,0.0,0.0
2388,99.99,1.98,233.0,58.25
2389,29.99,1.485,1.5,0.585
2390,34.505,0.495,0.0,0.0
2391,30.0,0.2475,0.0,0.0
2392,29.99,0.0,0.0,0.0
2393,59.99,0.0,2.0,0.8
2394,10.0,1.2375,168.25,42.0625
2395,111.925,0.7425,363.75,59.9375
2396,29.99,0.495,0.0,0.0
2397,16.99,0.0,0.0,0.0
2398,85.0,8.6625,136.0,34.0
2399,159.99,0.99,0.0,0.0
2400,16.99,0.0,0.0,0.0
2401,29.99,0.0,23.25,3.4875
2402,50.0,0.0,0.0,0.0
2403,89.99,0.495,4.0,1.0
2404,50.0,1.2375,20.0,6.0
2405,51.91,0.495,0.0,0.0
2406,59.99,0.495,0.0,0.0
2407,16.99,0.0,0.0,0.0
2408,29.99,0.0,0.0,0.0
2409,10.0,0.0,2.5,0.975
2410,54.99,0.2475,0.75,0.2625
2411,44.87,0.2475,81.25,29.6075
2412,69.99,1.485,0.0,0.0
2413,16.99,0.0,0.0,0.0
2414,53.9075,0.0,0.0,0.0
2415,34.98,0.495,92.0,23.92
2416,29.99,0.2475,27.75,12.4875
2417,32.49,0.0,0.0,0.0
2418,31.8675,0.0,0.0,0.0
2419,59.99,2.97,88.75,35.5
2420,16.99,0.0,0.0,0.0
2421,29.99,0.0,0.0,0.0
2422,34.98,0.0,0.0,0.0
2423,49.99,0.2475,0.0,0.0
2424,50.0,0.0,88.0,22.0
2425,84.99,4.455,0.0,0.0
2426,55.155,0.0,11.0,3.3
2427,30.0,0.2475,42.75,15.7025
2428,59.99,0.495,0.0,0.0
2429,94.99,0.0,200.5,70.175
2430,29.99,0.0,4.75,1.6625
2431,49.11,0.495,0.0,0.0
2432,29.99,0.7425,101.0,30.3
2433,69.99,0.0,21.25,8.5
2434,29.99,1.98,63.75,14.025
2435,49.99,0.7425,1.5,0.585
2436,16.99,0.0,0.0,0.0
2437,69.99,1.485,85.75,34.3
2438,30.0,0.0,0.0,0.0
2439,16.99,0.0,0.0,0.0
2440,19.99,0.0,0.0,0.0
2441,85.0,0.2475,0.25,0.0975
2442,49.99,0.2475,341.5,81.96
2443,34.99,8.1675,12.0,4.8
2444,44.99,0.2475,0.0,0.0
2445,50.1575,0.0,0.0,0.0
2446,29.99,0.0,0.0,0.0
2447,35.07,1.485,26.75,6.6875
2448,175.4075,0.0,430.25,64.5375
2449,29.99,0.0,2.75,0.77
2450,51.99,0.2475,10.75,4.1925
2451,49.99,0.0,0.0,0.0
2452,75.0,0.7425,0.0,0.0
2453,29.99,0.0,0.0,0.0
2454,34.99,0.2475,13.5,5.4
2455,59.99,0.2475,0.0,0.0
2456,159.99,0.99,233.25,34.9875
2457,16.99,0.0,18.25,6.0225
2458,44.99,0.0,0.0,0.0
2459,16.99,0.2475,118.25,46.1175
2460,94.99,13.6125,168.25,42.0625
2461,37.48,4.7025,121.5,24.3
2462,19.99,0.0,9.5,3.705
2463,149.99,5.445,7.0,2.73
2464,30.0,1.2375,0.0,0.0
2465,30.0,0.0,0.25,0.0875
2466,29.99,0.0,0.0,0.0
2467,59.99,1.2375,0.0,0.0
2468,78.0575,0.99,42.25,14.7875
2469,30.0,0.2475,0.0,0.0
2470,29.99,0.0,0.0,0.0
2471,30.0,0.0,0.0,0.0
2472,16.99,0.0,0.0,0.0
2473,84.99,2.2275,153.5,38.375
2474,30.0,2.2275,0.0,0.0
2475,49.99,0.0,12.75,3.825
2476,50.0,1.98,0.0,0.0
2477,29.99,0.0,0.0,0.0
2478,39.99,0.2475,12.5,4.375
2479,42.49,0.2475,0.0,0.0
2480,44.99,0.2475,0.0,0.0
2481,29.99,0.0,0.0,0.0
2482,44.99,0.2475,0.0,0.0
2483,10.0,0.0,0.0,0.0
2484,75.0,3.96,166.5,41.625
2485,29.99,0.0,0.0,0.0
2486,55.96,0.99,31.5,10.395
2487,45.0,0.0,31.75,7.9375
2488,29.99,0.0,0.0,0.0
2489,29.99,0.2475,0.0,0.0
2490,34.99,0.0,0.0,0.0
2491,34.98,1.98,77.25,27.0375
2492,34.98,0.0,0.0,0.0
2493,44.99,0.0,0.0,0.0
2494,5.0,0.0,0.0,0.0
2495,44.99,0.0,24.0,8.4
2496,50.0,0.0,0.0,0.0
2497,119.99,5.445,80.75,12.1125
2498,75.0,2.2275,3.75,1.4625
2499,29.99,0.2475,0.0,0.0
2500,12.0775,0.0,0.0,0.0
2501,40.1525,0.2475,2.25,0.8775
2502,29.5725,0.0,156.0,62.4
2503,29.99,0.0,0.0,0.0
2504,26.235,0.7425,0.0,0.0
2505,50.0,0.2475,0.0,0.0
2506,28.7125,0.0,111.75,39.1125
2507,29.99,0.0,0.0,0.0
2508,16.99,0.2475,0.0,0.0
2509,50.0,0.0,0.0,0.0
2510,0.0,0.0,0.0,0.0
2511,44.99,0.0,23.0,8.05
2512,60.15,0.0,54.75,21.9
2513,59.99,0.0,88.25,26.475
2514,54.99,0.2475,0.0,0.0
2515,26.14,0.0,23.75,11.875
2516,49.99,0.0,34.75,7.645
2517,29.99,0.0,26.25,6.5625
2518,24.825,0.0,0.0,0.0
2519,70.0,1.485,62.5,15.625
2520,29.99,0.495,0.0,0.0
2521,42.49,0.2475,0.0,0.0
2522,50.0,1.485,98.75,24.6875
2523,59.99,0.0,23.75,7.125
2524,17.0,0.0,12.5,4.375
2525,75.0,2.97,3.5,0.875
2526,24.99,0.0,18.5,6.845
2527,84.99,0.0,12.75,5.1
2528,57.49,4.7025,82.5,16.5
2529,41.9275,0.0,0.0,0.0
2530,39.99,0.0,29.5,11.8
2531,29.99,0.0,0.0,0.0
2532,75.0,0.2475,0.0,0.0
2533,29.99,0.0,0.0,0.0
2534,34.98,0.0,78.5,23.55
2535,49.99,0.0,54.5,21.8
2536,10.0,0.0,0.0,0.0
2537,34.98,0.99,0.0,0.0
2538,32.49,0.0,0.0,0.0
2539,99.99,4.95,928.0,176.32
2540,59.99,0.99,0.0,0.0
2541,29.99,0.0,0.0,0.0
2542,44.99,0.2475,60.0,24.0
2543,28.63,0.0,0.0,0.0
2544,85.675,3.7125,105.0,34.675
2545,44.99,2.7225,151.5,53.025
2546,59.99,0.495,0.0,0.0
2547,34.99,0.0,12.25,4.9
2548,60.1525,13.365,260.5,104.2
2549,49.99,2.2275,0.0,0.0
2550,50.0,0.2475,0.0,0.0
2551,59.99,0.0,44.5,13.35
2552,69.99,0.2475,0.0,0.0
2553,16.99,0.0,0.0,0.0
2554,44.6675,1.7325,156.0,62.3425
2555,47.2875,0.0,34.5,13.8
2556,30.0,0.0,6.75,2.7
2557,59.99,0.0,512.5,205.0
2558,69.91,5.445,70.0,28.0
2559,50.0,0.0,33.25,9.975
2560,20.32,0.495,14.25,4.275
2561,94.99,15.84,45.5,15.925
2562,34.98,0.0,0.0,0.0
2563,57.49,0.0,0.0,0.0
2564,29.99,0.0,0.0,0.0
2565,75.0,0.2475,0.0,0.0
2566,96.4425,0.2475,792.25,293.5725
2567,60.11,0.0,79.25,29.4625
2568,29.99,0.0,0.0,0.0
2569,29.99,0.7425,112.0,36.96
2570,10.0,0.2475,0.0,0.0
2571,29.265,1.2375,1.5,0.375
2572,19.99,0.0,3.75,1.4625
2573,34.98,0.0,0.0,0.0
2574,29.99,0.0,0.0,0.0
2575,29.99,0.0,0.0,0.0
2576,59.99,3.465,76.5,30.6
2577,55.0,3.96,15.0,3.75
2578,54.98,2.2275,6.0,2.34
2579,46.98,0.495,56.75,19.8625
2580,50.0,0.0,0.0,0.0
2581,16.99,0.0,0.75,0.2625
2582,81.9325,1.7325,37.75,9.4375
2583,69.99,0.0,7.75,3.1
2584,50.0,0.0,0.0,0.0
2585,16.99,0.0,0.0,0.0
2586,10.0,2.2275,2.25,0.5625
2587,34.98,0.0,0.0,0.0
2588,44.99,1.485,0.0,0.0
2589,42.49,0.495,0.0,0.0
2590,34.98,0.2475,0.0,0.0
2591,34.98,0.0,0.0,0.0
2592,49.99,0.0,0.0,0.0
2593,34.98,0.2475,15.0,6.75
2594,29.99,0.0,0.0,0.0
2595,49.99,0.99,0.0,0.0
2596,95.475,7.92,153.5,38.795
2597,58.9975,1.2375,100.0,38.1625
2598,29.99,0.0,0.0,0.0
2599,75.0,7.425,133.25,33.3125
2600,50.0,0.2475,0.0,0.0
2601,41.28,6.435,288.0,115.2
2602,29.99,0.2475,0.0,0.0
2603,,,,
2604,29.83,0.495,6.75,2.7
2605,16.99,0.0,7.5,3.75
2606,29.99,2.7225,0.0,0.0
2607,29.99,0.0,0.0,0.0
2608,74.995,0.7425,47.75,13.21
2609,19.99,0.0,0.0,0.0
2610,50.0,0.0,0.0,0.0
2611,99.99,7.92,121.5,18.225
2612,47.6575,0.0,81.25,32.495
2613,16.99,0.0,0.0,0.0
2614,66.4425,1.98,140.25,56.0925
2615,44.99,2.7225,24.75,8.6725
2616,31.0425,0.2475,0.75,0.2925
2617,34.99,1.485,87.25,34.895
2618,49.99,3.2175,152.25,30.45
2619,29.99,0.0,0.0,0.0
2620,59.99,0.7425,0.0,0.0
2621,42.49,0.495,19.25,4.8125
2622,59.99,2.475,43.0,12.9
2623,44.99,2.7225,41.5,16.6
2624,15.6,0.0,0.0,0.0
2625,16.99,0.0,0.0,0.0
2626,32.49,2.475,0.0,0.0
2627,29.99,0.0,0.0,0.0
2628,61.2725,0.0,175.75,70.3
2629,30.0,0.2475,2.0,0.7
2630,49.99,0.2475,0.0,0.0
2631,109.99,4.455,0.0,0.0
2632,79.7475,0.2475,33.0,8.25
2633,69.99,5.1975,72.5,16.205
2634,32.49,2.97,74.0,18.57
2635,29.99,1.2375,0.0,0.0
2636,54.99,0.99,1.75,0.7
2637,55.0,0.0,0.0,0.0
2638,49.99,0.0,0.0,0.0
2639,49.9975,0.0,48.75,13.0125
2640,59.99,0.0,0.0,0.0
2641,29.99,0.0,0.0,0.0
2642,59.99,3.7125,48.25,14.475
2643,30.0,0.0,0.0,0.0
2644,16.99,2.2275,2.0,0.7
2645,29.99,0.0,61.0,21.35
2646,69.99,0.2475,0.0,0.0
2647,39.99,3.2175,0.0,0.0
2648,50.0,0.0,0.0,0.0
2649,70.0,0.99,235.0,76.81
2650,16.99,0.0,0.0,0.0
2651,34.98,0.2475,53.5,24.075
2652,29.99,0.2475,0.0,0.0
2653,14.725,0.7425,0.0,0.0
2654,34.99,0.2475,7.0,2.8
2655,151.4025,4.455,299.5,55.725
2656,19.99,0.2475,29.0,11.31
2657,34.98,0.0,0.0,0.0
2658,24.99,0.7425,0.0,0.0
2659,69.99,0.7425,0.0,0.0
2660,16.99,0.0,0.0,0.0
2661,34.98,0.0,56.25,14.625
2662,30.0,0.0,11.75,4.1125
2663,30.0,0.0,31.75,11.1125
2664,29.99,0.0,0.0,0.0
2665,31.98,0.0,0.0,0.0
2666,84.99,0.495,0.0,0.0
2667,118.9825,2.97,56.75,14.1875
2668,30.0,0.0,0.0,0.0
2669,50.0,1.98,0.0,0.0
2670,29.99,0.0,0.0,0.0
2671,50.0,5.94,5.0,1.25
2672,49.99,0.495,0.0,0.0
2673,75.0,24.5025,241.5,60.375
2674,54.99,0.0,0.0,0.0
2675,30.0,2.475,26.5,9.275
2676,104.99,2.475,73.75,25.8125
2677,109.98,0.2475,6.75,1.0125
2678,34.98,0.2475,97.0,24.285
2679,17.6575,0.0,0.0,0.0
2680,44.99,0.0,58.5,20.475
2681,29.99,0.0,3.5,0.875
2682,30.0,0.0,0.0,0.0
2683,16.99,0.7425,25.75,10.3
2684,49.99,0.2475,52.5,11.55
2685,29.99,0.0,5.5,1.925
2686,49.99,0.0,0.0,0.0
2687,29.99,0.0,0.0,0.0
2688,59.99,0.0,0.0,0.0
2689,29.99,2.475,13.25,3.975
2690,49.99,0.0,15.0,6.0
2691,44.99,0.495,180.0,72.0
2692,10.0,0.0,0.0,0.0
2693,32.6125,0.495,34.5,13.455
2694,67.48,0.2475,25.5,6.375
2695,69.915,0.0,100.0,29.165
2696,71.28,8.6625,428.75,150.0625
2697,67.78,0.0,15.75,6.3
2698,69.99,0.2475,0.0,0.0
2699,44.99,0.99,62.5,21.875
2700,29.99,0.0,5.25,1.8375
2701,85.0,6.93,44.0,11.0
2702,69.99,0.0,52.75,15.825
2703,16.99,0.0,0.0,0.0
2704,29.99,0.0,198.0,55.44
2705,99.99,0.2475,86.25,21.5625
2706,30.0,0.0,0.0,0.0
2707,49.99,4.2075,0.0,0.0
2708,75.0,1.2375,0.0,0.0
2709,29.99,0.0,18.25,6.3875
2710,69.99,1.485,15.5,6.2
2711,10.0,0.0,0.0,0.0
2712,29.99,1.98,0.0,0.0
2713,85.0,1.2375,21.0,5.25
2714,84.99,0.0,29.5,7.375
2715,44.99,0.0,83.75,33.5
2716,30.0,0.2475,3.75,1.5
2717,0.0,0.0,0.0,0.0
2718,46.87,0.0,0.0,0.0
2719,84.99,0.99,17.75,4.4375
2720,134.99,0.7425,0.0,0.0
2721,44.99,1.2375,1.75,0.6125
2722,29.7475,0.0,1.25,0.4375
2723,30.0,0.0,26.25,10.5
2724,29.99,0.2475,5.25,1.575
2725,37.57,0.0,5.75,2.3
2726,32.5725,0.495,2.25,0.9
2727,94.99,0.495,0.0,0.0
2728,49.99,0.0,15.0,4.5
2729,44.99,6.1875,13.25,5.1675
2730,50.0,0.0,27.5,6.875
2731,209.99,1.98,0.0,0.0
2732,29.99,0.0,0.0,0.0
2733,34.98,0.0,95.0,26.6
2734,29.99,0.0,31.75,11.1125
2735,71.2425,0.0,336.5,117.775
2736,44.99,0.0,44.75,15.6625
2737,16.99,0.0,2.0,0.7
2738,16.99,0.0,30.5,13.725
2739,19.98,0.0,52.75,13.4125
2740,75.0,0.0,5.25,1.3125
2741,32.49,0.2475,0.0,0.0
2742,50.0,0.0,0.0,0.0
2743,49.99,3.96,23.75,7.125
2744,42.49,0.2475,0.0,0.0
2745,34.98,0.0,0.0,0.0
2746,30.0,0.2475,0.0,0.0
2747,29.99,0.0,0.0,0.0
2748,69.99,0.7425,187.25,65.5375
2749,54.98,0.7425,16.75,2.5125
2750,75.0,0.7425,0.0,0.0
2751,29.99,0.0,0.0,0.0
2752,30.0,0.0,0.0,0.0
2753,159.99,23.76,0.0,0.0
2754,38.7,0.0,337.5,118.125
2755,29.99,1.7325,0.0,0.0
2756,16.99,0.0,0.0,0.0
2757,92.0875,6.93,0.0,0.0
2758,34.98,1.98,0.25,0.0975
2759,44.99,0.495,20.75,7.3025
2760,19.99,0.0,1.25,0.4875
2761,84.99,0.2475,0.0,0.0
2762,16.99,0.0,2.25,0.9
2763,49.99,0.0,45.0,18.0
2764,78.78,6.1875,548.75,137.1875
2765,29.99,0.2475,0.0,0.0
2766,59.99,0.0,0.0,0.0
2767,40.4975,0.0,16.0,5.6
2768,47.53,0.495,71.0,28.4
2769,29.99,0.0,0.0,0.0
2770,49.99,0.0,0.0,0.0
2771,79.7825,1.98,0.0,0.0
2772,29.99,0.7425,9.0,2.7
2773,29.99,0.0,0.0,0.0
2774,30.015,0.0,30.75,12.665
2775,29.99,0.0,0.0,0.0
2776,69.99,17.82,0.0,0.0
2777,29.99,0.2475,1.0,0.24
2778,14.825,0.0,1.75,0.7
2779,84.99,0.0,0.25,0.0975
2780,29.99,0.2475,0.0,0.0
2781,40.1575,0.2475,0.0,0.0
2782,29.99,0.0,182.0,45.5
2783,29.99,0.0,0.0,0.0
2784,16.99,0.0,2.75,1.0175
2785,45.4725,0.0,88.0,35.2
2786,10.0,0.0,0.0,0.0
2787,49.99,0.2475,130.0,39.0
2788,49.99,0.7425,22.75,5.46
2789,45.0,0.0,14.5,3.66
2790,29.99,0.2475,107.5,26.875
2791,44.99,0.0,27.5,11.0
2792,29.0225,0.0,0.0,0.0
2793,32.49,0.0,0.0,0.0
2794,86.2825,1.7325,0.0,0.0
2795,29.99,0.0,0.0,0.0
2796,29.99,0.0,0.0,0.0
2797,69.99,0.7425,0.0,0.0
2798,44.99,0.0,74.75,26.1625
2799,73.3225,1.98,216.25,64.1875
2800,19.2425,0.0,0.0,0.0
2801,29.99,0.0,0.25,0.0975
2802,29.99,0.0,0.0,0.0
2803,50.0,0.0,0.0,0.0
2804,29.99,0.2475,57.25,20.0375
2805,29.99,0.2475,30.5,7.625
2806,250.7975,13.6125,512.25,179.2875
2807,10.0,1.98,5.25,2.1
2808,59.99,0.2475,0.0,0.0
2809,39.99,1.485,0.0,0.0
2810,69.99,0.0,0.0,0.0
2811,59.99,0.495,4.25,1.7
2812,87.2825,3.465,1.25,0.4875
2813,59.99,0.0,164.0,65.6
2814,29.99,0.0,11.75,3.29
2815,47.4825,0.0,114.25,35.6
2816,99.99,0.0,0.0,0.0
2817,39.99,0.7425,36.75,12.8625
2818,29.99,0.7425,0.0,0.0
2819,10.0,0.0,0.0,0.0
2820,59.99,0.0,0.0,0.0
2821,59.99,0.0,77.5,23.25
2822,29.99,0.2475,0.25,0.0975
2823,41.045,0.495,0.0,0.0
2824,84.99,11.88,0.0,0.0
2825,44.99,0.0,0.0,0.0
2826,16.99,0.0,0.0,0.0
2827,72.6925,0.0,92.25,27.225
2828,29.99,0.0,0.0,0.0
2829,16.99,0.0,0.0,0.0
2830,34.98,0.0,0.0,0.0
2831,50.0,1.485,42.0,10.5
2832,0.0,0.0,0.0,0.0
2833,34.98,0.0,0.0,0.0
2834,44.99,0.495,0.0,0.0
2835,30.0,0.0,0.0,0.0
2836,29.99,0.0,0.0,0.0
2837,29.99,0.0,0.0,0.0
2838,29.99,0.0,0.0,0.0
2839,99.99,0.0,0.75,0.245
2840,29.99,0.0,0.0,0.0
2841,57.8675,0.495,0.0,0.0
2842,30.0,0.0,0.0,0.0
2843,82.53,0.2475,74.5,18.625
2844,19.99,0.2475,0.0,0.0
2845,76.795,5.1975,444.5,111.125
2846,44.99,0.0,8.75,3.0825
2847,16.99,0.0,0.0,0.0
2848,29.99,0.0,0.0,0.0
2849,95.0,0.2475,0.0,0.0
2850,16.99,0.0,1.5,0.555
2851,44.99,0.0,0.0,0.0
2852,69.99,0.2475,0.0,0.0
2853,29.99,0.0,0.0,0.0
2854,10.0,0.0,6.25,6.25
2855,29.99,0.0,0.0,0.0
2856,75.0,7.6725,0.0,0.0
2857,79.99,0.0,0.0,0.0
2858,69.99,0.2475,0.0,0.0
2859,,,,
2860,59.99,0.0,2.5,0.75
2861,29.99,0.0,0.0,0.0
2862,16.99,0.0,0.25,0.0875
2863,24.01,0.0,0.0,0.0
2864,29.99,0.495,162.0,37.26
2865,34.98,1.98,12.75,3.825
2866,50.0,4.95,92.0,27.6
2867,94.99,1.2375,51.0,12.75
2868,32.49,0.0,76.25,19.0625
2869,50.1375,0.0,172.5,56.675
2870,169.99,5.94,141.75,21.2625
2871,44.99,0.2475,0.0,0.0
2872,42.53,0.0,38.75,15.5
2873,16.99,0.495,21.25,7.4375
2874,75.0,9.6525,127.0,31.75
2875,44.99,0.0,0.0,0.0
2876,16.99,0.0,0.25,0.0875
2877,44.99,1.7325,10.25,3.5875
2878,75.0,0.0,0.0,0.0
2879,30.0,0.0,0.0,0.0
2880,34.98,0.2475,24.5,8.575
2881,29.99,0.0,3.0,0.72
2882,29.99,0.99,0.0,0.0
2883,29.99,0.0,0.0,0.0
2884,29.99,1.485,0.0,0.0
2885,29.99,0.0,0.0,0.0
2886,29.99,0.0,300.25,45.0375
2887,50.0,0.99,0.0,0.0
2888,32.49,0.0,0.0,0.0
2889,29.99,0.0,93.75,22.5
2890,29.99,0.495,12.75,2.9325
2891,79.99,15.84,345.0,120.0375
2892,84.99,2.97,18.0,4.5
2893,30.0,0.0,0.0,0.0
2894,29.99,0.2475,53.0,21.2
2895,29.99,0.0,0.0,0.0
2896,82.49,1.2375,0.0,0.0
2897,6.5325,1.2375,19.0,6.65
2898,30.0,0.99,9.75,3.4125
2899,39.99,0.2475,0.0,0.0
2900,26.4425,0.0,0.0,0.0
2901,29.99,0.2475,90.5,23.53
2902,59.99,1.7325,226.75,90.7
2903,44.99,0.495,0.25,0.0975
2904,59.99,2.7225,71.0,21.3
2905,30.0,0.0,0.0,0.0
2906,29.99,0.0,0.0,0.0
2907,85.1925,0.495,102.0,39.15
2908,16.99,0.0,0.0,0.0
2909,59.99,3.2175,0.0,0.0
2910,29.99,0.0,0.0,0.0
2911,16.99,0.0,3.0,1.2
2912,29.99,0.0,0.0,0.0
2913,44.99,0.495,56.0,19.64
2914,39.99,0.0,0.0,0.0
2915,33.78,1.2375,26.75,10.7
2916,29.99,0.0,0.0,0.0
2917,30.0,0.99,0.0,0.0
2918,29.83,0.0,67.0,26.8
2919,39.99,0.7425,2.5,0.875
2920,75.0,1.7325,0.0,0.0
2921,79.99,1.7325,118.25,47.295
2922,16.99,0.0,34.75,11.4675
2923,39.99,0.0,0.0,0.0
2924,39.98,0.0,0.0,0.0
2925,29.99,0.2475,0.0,0.0
2926,29.99,0.0,0.0,0.0
2927,29.0225,0.2475,0.0,0.0
2928,98.8625,12.6225,117.75,41.2125
2929,29.99,0.7425,0.0,0.0
2930,34.98,0.0,0.0,0.0
2931,55.96,0.7425,0.0,0.0
2932,44.99,0.0,19.5,6.85
2933,29.99,0.0,8.75,2.1875
2934,34.5875,0.0,2.0,0.75
2935,10.0,3.7125,280.5,84.15
2936,10.0,0.495,0.0,0.0
2937,54.98,0.7425,0.0,0.0
2938,69.99,0.2475,0.0,0.0
2939,29.99,0.0,0.0,0.0
2940,30.0,1.485,50.25,17.5875
2941,29.99,0.0,0.0,0.0
2942,29.99,0.0,0.0,0.0
2943,104.1825,1.98,0.0,0.0
2944,49.99,0.0,11.25,2.8125
2945,29.99,0.0,0.0,0.0
2946,29.99,0.0,15.0,5.25
2947,29.99,0.0,148.25,38.545
2948,94.99,0.0,3.0,1.17
2949,29.99,0.99,14.75,3.835
2950,29.99,0.0,0.0,0.0
2951,29.99,0.0,0.0,0.0
