,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_0,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2194,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0.6094527363184079,0.007004384952688669,1,0,0,1,1,0,0,0,0,1,0
2195,1,0,1,0,0.3802816901408451,1,1,0,0,0,0,0,0,0,0.072636815920398,0.07539810754673437,0,1,0,0,0,1,0,0,0,0,1
2196,1,0,1,1,0.25352112676056343,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.04193399492268636,0,1,0,0,1,0,0,0,0,0,1
2197,0,0,1,0,0.9154929577464789,1,1,0,0,0,1,0,1,0,0.4537313432835821,0.48993768751442424,0,0,1,0,1,0,0,0,0,1,0
2198,1,0,1,1,0.22535211267605634,1,1,0,0,1,1,0,0,1,0.43482587064676614,0.12138241403184861,0,0,1,0,0,1,0,0,0,0,1
2199,0,0,1,1,0.7183098591549296,1,1,0,0,0,0,0,0,0,0.07462686567164178,0.15313293330256172,0,1,0,0,0,0,1,0,0,0,1
2200,1,0,0,0,0.25352112676056343,1,0,0,1,0,0,1,0,0,0.39751243781094525,0.11844564966535888,0,0,1,0,0,1,0,0,0,1,0
2201,1,0,0,0,0.49295774647887325,1,0,1,1,1,1,1,1,0,0.6726368159203979,0.34442072467112855,0,0,1,0,0,1,0,1,0,0,0
2202,0,1,1,0,0.08450704225352114,1,0,0,0,0,0,0,0,1,0.5159203980099502,0.05178282944841912,1,0,0,1,1,0,0,0,0,0,1
2203,0,0,1,1,1.0,1,1,1,1,1,1,0,1,1,0.8621890547263681,0.8676090468497577,0,0,0,1,0,1,0,0,1,0,0
2204,0,0,1,1,0.9295774647887325,1,1,1,1,1,0,1,1,1,0.9258706467661691,0.8612162474036464,1,0,0,1,0,1,0,0,0,1,0
2205,0,1,0,0,0.46478873239436624,1,0,0,1,1,0,1,1,1,0.8119402985074626,0.3836083544888068,0,0,0,1,0,1,0,0,0,1,0
2206,0,1,1,0,0.7887323943661972,1,1,0,1,1,0,0,1,1,0.7661691542288557,0.6240768520655435,1,0,0,1,1,0,0,1,0,0,0
2207,1,0,1,0,0.08450704225352114,1,0,0,0,1,0,1,0,1,0.6766169154228856,0.06557812139395339,1,0,0,1,1,0,0,0,0,1,0
2208,1,1,1,0,0.0,1,1,0,0,1,0,1,1,1,0.8213930348258706,0.009462266328179092,1,0,0,1,1,0,0,0,0,1,0
2209,0,0,1,0,0.09859154929577466,1,0,0,0,0,0,0,0,1,0.012935323383084563,0.016426263558735287,0,1,0,0,1,0,0,1,0,0,0
2210,1,0,0,0,0.9577464788732395,1,1,0,0,1,1,1,1,0,0.8532338308457711,0.8088737595199631,0,0,0,1,0,0,1,0,0,1,0
2211,1,0,1,0,0.6901408450704226,1,1,1,0,1,0,1,1,1,0.8572139303482588,0.6016732056312024,0,0,0,1,0,1,0,0,0,0,1
2212,0,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,0,0.01243781094527363,0.023892222478652202,0,1,0,0,0,1,0,0,0,0,1
2213,1,0,1,1,0.15492957746478872,1,1,0,0,0,0,0,0,0,0.06965174129353235,0.029529194553427184,0,1,0,0,0,0,1,0,1,0,0
2214,1,0,0,0,0.18309859154929578,1,0,0,1,0,0,0,1,1,0.6771144278606964,0.1341045465035772,1,0,0,1,1,0,0,0,0,1,0
2215,1,0,1,0,0.971830985915493,0,0,1,0,1,1,0,1,1,0.3144278606965174,0.3867297484421878,0,0,1,0,0,0,1,1,0,0,0
2216,1,1,0,0,0.8873239436619719,1,1,1,0,1,1,1,1,1,0.9024875621890548,0.8184283406415879,0,0,0,1,1,0,0,1,0,0,0
2217,1,0,1,1,0.9154929577464789,1,1,1,1,1,1,1,1,0,0.7129353233830846,0.6854431110085392,0,0,1,0,0,0,1,0,1,0,0
2218,1,0,1,1,0.9859154929577465,1,0,1,0,1,1,1,1,1,0.6343283582089552,0.6901742441726287,0,0,1,0,0,0,1,0,1,0,0
2219,0,1,0,0,0.26760563380281693,1,0,0,0,0,0,1,1,0,0.7134328358208956,0.18805100392337873,0,0,0,1,1,0,0,0,0,1,0
2220,0,0,1,0,1.0,1,0,1,1,0,1,1,1,1,0.607960199004975,0.6617182090930072,0,0,1,0,0,0,1,1,0,0,0
2221,1,0,1,1,0.9859154929577465,1,0,1,1,1,1,0,0,0,0.45572139303482584,0.5162820216939764,0,0,1,0,0,0,1,0,1,0,0
2222,0,0,1,1,0.5211267605633804,1,1,0,0,1,0,1,1,1,0.8248756218905472,0.45440803138702973,0,0,0,1,1,0,0,0,1,0,0
2223,1,0,0,0,0.3802816901408451,1,1,0,1,0,0,0,1,1,0.7134328358208956,0.3008019847680591,1,0,0,1,1,0,0,0,0,1,0
2224,0,1,1,0,0.22535211267605634,1,0,0,1,0,0,0,0,1,0.5791044776119403,0.14015693514885763,1,0,0,1,1,0,0,0,0,1,0
2225,0,0,0,0,0.4507042253521127,0,0,0,1,0,0,1,0,1,0.20746268656716416,0.1488806831294715,0,0,1,0,0,1,0,0,0,1,0
2226,1,0,1,1,0.3098591549295775,0,0,1,0,0,1,0,0,0,0.16268656716417912,0.0916974382644819,0,0,1,0,0,0,1,0,0,0,1
2227,0,0,1,1,0.8028169014084507,1,0,0,0,0,0,0,0,1,0.012935323383084563,0.12577890606969766,0,1,0,0,0,1,0,0,0,1,0
2228,1,1,1,0,0.971830985915493,1,1,0,1,0,1,1,1,1,0.8577114427860696,0.845897761366259,0,0,0,1,0,0,1,1,0,0,0
2229,0,0,1,0,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.5199004975124378,0.0317793676436649,0,0,0,1,1,0,0,0,0,1,0
2230,0,0,1,1,0.619718309859155,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.10505423494114934,0,1,0,0,0,0,1,0,0,0,1
2231,0,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.5149253731343283,0.08322178629125318,1,0,0,1,1,0,0,0,0,1,0
2232,0,0,1,1,0.49295774647887325,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.08489499192245557,0,1,0,0,0,0,1,0,1,0,0
2233,0,0,0,0,0.7464788732394366,1,0,1,1,0,1,1,0,1,0.5139303482587065,0.4459381490883914,0,0,1,0,1,0,0,0,0,0,1
2234,0,0,1,1,0.3098591549295775,1,1,0,1,0,1,0,0,0,0.41243781094527365,0.16102007846757443,0,0,1,0,0,0,1,0,0,0,1
2235,1,0,1,1,0.5633802816901409,1,1,1,1,1,0,1,0,1,0.5980099502487561,0.36838218324486494,0,0,1,0,0,1,0,0,1,0,0
2236,0,1,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,1,0.5293532338308458,0.040710823909531506,0,0,0,1,1,0,0,0,0,0,1
2237,0,0,1,1,0.36619718309859156,0,0,0,1,1,0,0,1,1,0.2746268656716418,0.14165705054234942,0,0,1,0,0,1,0,0,1,0,0
2238,1,0,0,0,0.0,1,0,0,0,0,1,1,1,1,0.772139303482587,0.008891068543734133,0,0,0,1,1,0,0,0,0,1,0
2239,1,0,1,1,0.9295774647887325,0,0,1,0,0,1,0,0,0,0.1736318407960199,0.2915878144472651,0,0,1,0,0,0,1,0,1,0,0
2240,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7094527363184079,0.7419859219939996,0,0,1,0,0,0,1,0,1,0,0
2241,1,0,1,1,0.7746478873239437,1,1,0,0,0,0,0,0,1,0.06666666666666665,0.16733210246942073,0,1,0,0,0,0,1,0,1,0,0
2242,0,0,1,1,0.6056338028169015,1,1,0,0,0,0,0,0,0,0.06567164179104479,0.11479344564966537,0,1,0,0,0,1,0,0,0,1,0
2243,1,1,1,0,0.9154929577464789,1,1,0,1,0,0,1,1,1,0.8213930348258706,0.7698996076621278,0,0,0,1,1,0,0,0,0,1,0
2244,1,0,0,0,0.46478873239436624,1,1,1,1,0,1,0,0,1,0.4592039800995025,0.23885875836602816,1,0,1,0,0,1,0,0,0,0,1
2245,1,0,1,0,0.9577464788732395,1,1,0,0,1,1,1,1,0,0.8666666666666666,0.8333544888068313,0,0,0,1,0,0,1,1,0,0,0
2246,1,0,1,1,0.0,1,1,1,0,1,0,1,1,1,0.8378109452736319,0.009652665589660745,1,0,0,1,1,0,0,0,0,1,0
2247,1,0,0,0,0.5492957746478874,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.09363604892684053,0,1,0,0,0,0,1,0,1,0,0
2248,0,0,1,1,0.4084507042253521,1,1,1,0,0,0,0,0,1,0.36019900497512436,0.1811562427879068,0,0,1,0,1,0,0,1,0,0,0
2249,1,0,0,0,0.14084507042253522,1,0,0,0,0,1,1,1,0,0.5199004975124378,0.09352642510962382,0,0,1,0,1,0,0,0,0,0,1
2250,1,0,0,0,0.19718309859154928,1,0,0,0,0,0,0,0,0,0.01840796019900498,0.032731363951073164,0,1,0,0,0,1,0,0,1,0,0
2251,0,0,0,0,0.14084507042253522,1,0,0,0,1,0,1,1,1,0.508457711442786,0.0800196168936072,0,0,1,0,1,0,0,0,0,1,0
2252,1,0,1,1,0.8873239436619719,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.1520713131779368,0,1,0,0,0,1,0,1,0,0,0
2253,0,1,1,0,1.0,1,0,1,1,1,1,1,0,0,0.5587064676616916,0.6164262635587353,0,0,1,0,0,0,1,1,0,0,0
2254,0,1,1,0,1.0,1,1,1,1,1,1,0,0,1,0.7442786069651741,0.7750115393491808,0,0,0,1,0,0,1,1,0,0,0
2255,1,0,0,1,0.0,1,0,1,0,0,0,0,0,0,0.3278606965174129,0.0037387491345488117,0,0,1,0,1,0,0,0,0,0,1
2256,1,0,0,1,0.19718309859154928,1,0,1,1,1,1,0,0,0,0.47114427860696506,0.11437802907915995,0,0,1,0,0,1,0,0,1,0,0
2257,1,0,0,0,0.8309859154929577,1,1,0,0,1,1,1,1,0,0.6199004975124378,0.5571486268174475,0,0,1,0,0,1,0,0,1,0,0
2258,0,0,0,0,0.7746478873239437,1,0,1,0,1,0,0,0,0,0.3427860696517413,0.34628432956381255,0,0,1,0,0,1,0,0,0,0,1
2259,1,0,0,0,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.025870646766169153,0.01648396030463882,0,1,0,0,0,0,1,0,0,0,1
2260,1,0,0,0,0.02816901408450704,1,0,0,0,1,1,0,0,0,0.6154228855721392,0.02293445649665359,1,0,0,1,1,0,0,0,1,0,0
2261,1,0,1,0,0.676056338028169,1,1,0,0,0,0,0,0,1,0.3373134328358208,0.2959785368105239,0,0,1,0,1,0,0,0,1,0,0
2262,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,1,0,1,0.6164179104477612,0.014683821832448651,1,0,0,1,1,0,0,0,0,1,0
2263,1,0,0,0,0.07042253521126761,1,0,1,1,1,1,0,1,1,0.7950248756218906,0.06331063927994462,1,0,0,1,1,0,0,1,0,0,0
2264,0,0,0,0,0.971830985915493,1,1,1,1,1,1,1,1,1,0.9621890547263682,0.8876586660512348,0,0,0,1,0,0,1,1,0,0,0
2265,0,0,0,0,0.15492957746478872,1,1,0,1,1,1,1,1,1,0.9422885572139305,0.15762174013385646,1,0,0,1,1,0,0,0,0,0,1
2266,0,1,1,0,0.7183098591549296,1,0,1,0,1,1,1,1,1,0.8577114427860696,0.6303311793214863,0,0,0,1,0,1,0,1,0,0,0
2267,1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9492537313432835,0.935310408492961,0,0,0,1,0,0,1,0,1,0,0
2268,1,0,0,0,0.5492957746478874,1,0,0,0,0,0,0,0,1,0.023383084577114438,0.09329563812600969,0,1,0,0,0,0,1,1,0,0,0
2269,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.5238805970149254,0.006012000923147936,1,0,0,1,1,0,0,0,0,0,1
2270,1,1,0,0,0.02816901408450704,1,0,0,0,1,0,1,0,1,0.6825870646766168,0.023326794368797598,1,0,0,1,1,0,0,0,0,1,0
2271,1,1,0,0,0.5492957746478874,1,0,0,0,0,0,1,1,1,0.7293532338308457,0.4217401338564505,0,0,0,1,1,0,0,0,0,1,0
2272,0,0,0,1,0.0,1,0,0,0,1,0,0,0,1,0.3144278606965174,0.0035829679206092774,0,0,1,0,1,0,0,0,0,1,0
2273,0,0,1,0,0.4084507042253521,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.06437225940456959,0,1,0,0,0,1,0,0,1,0,0
2274,0,0,1,1,0.3098591549295775,1,0,1,0,0,1,1,1,1,0.8119402985074626,0.26684744980383107,1,0,0,1,1,0,0,0,0,1,0
2275,0,0,1,1,0.0,1,1,0,0,0,0,0,0,1,0.5597014925373134,0.006427417493653358,1,0,0,1,1,0,0,0,0,1,0
2276,1,1,1,0,0.6056338028169015,1,1,0,0,1,1,1,1,0,0.854726368159204,0.5165993537964458,0,0,0,1,1,0,0,0,0,1,0
2277,0,0,0,0,0.9014084507042254,1,1,0,1,1,1,1,1,1,0.9044776119402985,0.7987999076852066,1,0,0,1,1,0,0,0,0,1,0
2278,1,1,0,0,0.08450704225352114,1,0,1,0,0,0,0,0,1,0.2980099502487562,0.03710477729056082,0,0,1,0,1,0,0,0,0,1,0
2279,0,1,0,0,1.0,1,1,0,0,0,0,0,0,1,0.0681592039800995,0.20437341333948766,0,1,0,0,0,0,1,0,1,0,0
2280,1,1,0,0,0.09859154929577466,1,1,0,0,0,1,1,1,1,0.8149253731343283,0.10267135933533349,0,0,0,1,1,0,0,0,1,0,0
2281,1,0,0,0,0.2112676056338028,1,1,0,0,1,0,0,1,1,0.4671641791044776,0.11822640203092545,1,0,1,0,1,0,0,0,1,0,0
2282,0,1,1,1,0.9154929577464789,1,1,0,0,1,0,1,1,1,0.808457711442786,0.7850623124855758,1,0,0,1,1,0,0,0,1,0,0
2283,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5303482587064676,0.006087006692822525,1,0,0,1,1,0,0,0,0,0,1
2284,0,0,0,1,0.02816901408450704,1,0,1,0,1,0,0,0,0,0.3746268656716417,0.016010846988229865,0,0,1,0,1,0,0,0,0,0,1
2285,0,0,1,0,0.7323943661971831,1,1,1,0,1,0,0,1,0,0.7527363184079602,0.5781675513501038,1,0,0,1,1,0,0,0,0,1,0
2286,0,1,1,0,0.09859154929577466,1,0,0,0,1,1,0,1,1,0.4592039800995025,0.06495499653819525,0,0,1,0,1,0,0,0,1,0,0
2287,0,1,1,0,0.9577464788732395,1,1,0,1,1,1,1,1,1,0.8970149253731344,0.842303254096469,1,0,0,1,0,0,1,1,0,0,0
2288,1,0,0,0,0.056338028169014086,1,0,0,1,0,0,1,0,1,0.6671641791044776,0.04634779598430649,0,0,0,1,1,0,0,0,0,0,1
2289,1,0,1,1,1.0,1,1,1,0,1,1,1,1,0,0.8875621890547264,0.8721324717285945,0,0,0,1,0,0,1,0,0,0,1
2290,1,0,1,0,0.16901408450704225,0,0,0,0,1,0,1,1,1,0.3034825870646766,0.07092084006462036,1,0,1,0,1,0,0,1,0,0,0
2291,1,0,0,0,0.04225352112676056,1,1,0,0,0,0,1,0,1,0.6706467661691543,0.034946918993768755,1,0,0,1,1,0,0,0,0,1,0
2292,1,0,1,1,0.7464788732394366,1,1,1,1,1,1,1,1,0,0.726865671641791,0.5707592891760904,0,0,1,0,0,0,1,0,1,0,0
2293,0,0,1,0,1.0,1,1,0,1,1,1,1,1,0,0.6736318407960199,0.7077198246018924,0,0,1,0,0,0,1,1,0,0,0
2294,0,0,0,0,0.15492957746478872,1,1,0,1,1,0,1,1,1,0.8800995024875623,0.1425225017309024,1,0,0,1,1,0,0,0,0,1,0
2295,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.06865671641791044,0.0007327486729748439,1,0,1,0,1,0,0,0,0,1,0
2296,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2681592039800995,0.0030463881837064395,0,0,1,0,1,0,0,0,0,1,0
2297,1,0,1,0,0.7464788732394366,1,1,0,1,1,1,1,1,0,0.9164179104477611,0.6778617585968151,1,0,0,1,0,1,0,0,0,1,0
2298,0,0,1,1,0.9577464788732395,1,1,0,0,1,0,0,0,1,0.6064676616915423,0.6233383337179783,0,0,0,1,0,0,1,0,1,0,0
2299,1,0,0,0,0.6619718309859155,1,0,1,1,0,0,0,0,0,0.37064676616915426,0.30100969305331177,0,0,1,0,0,0,1,0,1,0,0
2300,1,0,1,1,0.6619718309859155,1,1,1,1,0,0,1,1,1,0.845771144278607,0.5791310870066928,1,0,0,1,0,1,0,0,1,0,0
2301,1,0,1,0,0.09859154929577466,1,1,0,0,0,1,0,1,1,0.7164179104477612,0.08365451188552966,0,0,0,1,1,0,0,0,0,1,0
2302,0,0,1,1,0.9859154929577465,1,1,1,1,1,1,1,1,1,0.7263681592039801,0.7582275559658436,0,0,1,0,0,0,1,0,0,0,1
2303,0,0,0,0,0.014084507042253521,1,0,1,0,0,0,0,0,1,0.29402985074626864,0.008498730671590123,1,0,1,0,1,0,0,0,0,1,0
2304,0,0,1,0,0.9295774647887325,1,0,1,1,0,0,1,1,1,0.8223880597014926,0.7747922917147473,0,0,0,1,0,1,0,0,1,0,0
2305,0,0,1,1,0.46478873239436624,1,1,0,1,0,0,1,1,1,0.790547263681592,0.3913224094161089,0,0,0,1,1,0,0,1,0,0,0
2306,1,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.5134328358208955,0.02089199169166859,0,0,0,1,1,0,0,0,0,1,0
2307,1,0,1,1,0.11267605633802817,1,0,0,1,0,1,1,0,1,0.47114427860696506,0.06629356104315716,0,0,1,0,0,1,0,0,0,0,1
2308,0,0,1,1,0.9859154929577465,1,0,1,1,1,0,1,1,1,0.8597014925373135,0.8388645280406185,0,0,0,1,0,1,0,1,0,0,0
2309,0,0,0,0,0.7887323943661972,1,1,0,0,0,1,1,0,1,0.718407960199005,0.6013154858066005,0,0,0,1,0,0,1,0,1,0,0
2310,0,0,0,0,1.0,0,0,1,1,1,1,1,1,1,0.4522388059701493,0.513039464574198,0,0,1,0,0,0,1,1,0,0,0
2311,1,1,1,1,0.6619718309859155,1,0,1,0,1,1,1,1,1,0.8582089552238806,0.5826505885068083,0,0,0,1,1,0,0,0,0,1,0
2312,0,0,0,0,0.23943661971830985,1,0,0,0,0,0,0,0,0,0.01840796019900498,0.044201477036695136,0,1,0,0,0,1,0,0,0,0,1
2313,0,0,1,1,0.5915492957746479,1,1,0,0,1,1,1,1,1,0.8562189054726367,0.5115451188552966,0,0,0,1,0,1,0,0,1,0,0
2314,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7462686567164178,0.7696918993768751,0,0,1,0,0,0,1,1,0,0,0
2315,0,0,1,1,0.47887323943661975,1,1,0,0,0,1,1,1,1,0.5492537313432836,0.3049042234018001,0,0,1,0,0,1,0,1,0,0,0
2316,0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.024378109452736302,0.006260096930533118,0,1,0,0,1,0,0,0,0,0,1
2317,1,0,1,1,0.676056338028169,1,1,0,0,0,0,0,0,0,0.06965174129353235,0.13764712670205403,0,1,0,0,0,0,1,0,0,0,1
2318,1,0,1,1,0.9859154929577465,1,1,1,1,1,0,1,0,0,0.818407960199005,0.8091218555273483,0,0,0,1,0,0,1,1,0,0,0
2319,0,0,1,1,0.14084507042253522,1,0,0,0,0,0,1,1,0,0.7199004975124377,0.11555504269559198,0,0,0,1,1,0,0,0,0,1,0
2320,0,0,1,1,0.8732394366197184,1,1,1,1,1,1,1,1,1,0.7079601990049752,0.6437629817678282,0,0,1,0,0,0,1,0,1,0,0
2321,1,1,0,0,0.9014084507042254,1,1,0,1,1,0,1,0,1,0.7681592039800995,0.7159589199169167,0,0,0,1,1,0,0,1,0,0,0
2322,1,0,0,1,0.676056338028169,1,0,0,0,0,0,0,0,0,0.021890547263681587,0.11606854373413342,0,1,0,0,0,0,1,0,1,0,0
2323,1,0,0,0,0.3943661971830986,1,1,0,0,1,0,1,1,1,0.799502487562189,0.3363027925225017,1,0,0,1,1,0,0,0,1,0,0
2324,1,1,1,0,0.19718309859154928,1,1,0,0,1,1,0,0,1,0.6447761194029851,0.14303023309485347,1,0,0,1,1,0,0,0,0,1,0
2325,1,0,1,1,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.01691542288557213,0.00739672282483268,0,1,0,0,1,0,0,0,0,1,0
2326,1,0,1,0,1.0,1,1,0,1,1,1,1,1,0,0.9044776119402985,0.8966997461343181,0,0,0,1,0,1,0,0,1,0,0
2327,1,1,1,0,0.35211267605633806,1,0,0,0,1,0,1,0,1,0.6711442786069651,0.23634894991922456,0,0,0,1,1,0,0,0,1,0,0
2328,1,1,1,0,0.47887323943661975,1,1,0,0,1,0,1,1,0,0.8338308457711442,0.3962324024924994,0,0,0,1,1,0,0,1,0,0,0
2329,1,0,0,0,0.7887323943661972,1,1,0,1,0,1,0,1,0,0.7606965174129353,0.6289118393722594,0,0,0,1,0,1,0,0,0,1,0
2330,0,0,1,1,0.3802816901408451,1,1,0,1,0,0,0,1,0,0.4592039800995025,0.20578698361412417,0,0,1,0,1,0,0,0,0,1,0
2331,1,0,1,0,0.33802816901408456,1,1,0,0,0,0,0,0,1,0.08507462686567163,0.08247749826909763,0,1,0,0,0,1,0,0,0,0,1
2332,1,0,1,0,0.647887323943662,1,0,1,0,1,0,1,0,1,0.47562189054726367,0.3464862681744749,0,0,1,0,0,1,0,0,1,0,0
2333,1,0,1,1,0.7887323943661972,1,1,1,1,0,1,0,0,0,0.4671641791044776,0.4233844911147011,0,0,1,0,1,0,0,1,0,0,0
2334,0,1,1,0,0.2112676056338028,1,1,0,0,0,0,1,0,1,0.6646766169154228,0.15836025848142166,0,0,0,1,1,0,0,0,1,0,0
2335,0,0,0,0,0.056338028169014086,1,0,1,0,1,0,0,0,1,0.37363184079601985,0.029488806831294716,0,0,1,0,1,0,0,0,0,0,1
2336,0,0,1,0,0.22535211267605634,1,0,0,0,0,0,0,0,1,0.518905472636816,0.13792407108239096,1,0,0,1,1,0,0,1,0,0,0
2337,1,1,0,0,0.7746478873239437,1,1,0,1,1,0,1,1,1,0.8606965174129354,0.6337237479806138,1,0,0,1,0,1,0,1,0,0,0
2338,0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.15047888299099932,0,1,0,0,0,0,1,1,0,0,0
2339,1,1,0,0,0.28169014084507044,1,1,0,0,0,0,1,1,1,0.7562189054726368,0.22558850680821602,1,0,0,1,1,0,0,0,0,1,0
2340,1,0,1,1,0.6619718309859155,0,0,1,0,1,0,0,1,0,0.26616915422885573,0.2512693284098777,0,0,1,0,0,1,0,0,1,0,0
2341,1,0,1,0,0.943661971830986,1,1,1,1,1,1,1,1,0,0.9616915422885571,0.9029252250173091,0,0,0,1,0,0,1,1,0,0,0
2342,1,0,0,0,0.4084507042253521,1,1,1,0,0,1,1,1,0,0.8771144278606965,0.3684629586891299,0,0,0,1,1,0,0,1,0,0,0
2343,1,0,1,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.2771144278606965,0.012849065312716363,0,0,1,0,1,0,0,0,0,0,1
2344,1,1,0,0,0.18309859154929578,0,0,1,0,1,1,0,0,0,0.21343283582089556,0.07772328640664668,0,0,1,0,0,0,1,0,0,0,1
2345,1,0,0,1,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.01791044776119402,0.00769674590353104,0,1,0,0,1,0,0,1,0,0,0
2346,1,0,1,1,0.9859154929577465,1,1,0,1,1,0,0,1,1,0.7711442786069651,0.7882067851373182,0,0,0,1,0,0,1,0,1,0,0
2347,0,0,1,1,0.09859154929577466,1,1,0,0,0,0,0,0,0,0.061194029850746234,0.021365105008077544,0,1,0,0,0,1,0,0,0,0,1
2348,0,0,1,1,0.8450704225352113,0,0,1,0,1,0,0,0,0,0.1527363184079602,0.24214170320793907,0,0,1,0,1,0,0,1,0,0,0
2349,0,0,1,1,1.0,1,1,0,1,1,1,0,0,0,0.718407960199005,0.7554869605354259,0,0,0,1,0,0,1,1,0,0,0
2350,1,0,0,0,0.056338028169014086,1,1,0,0,0,0,1,0,1,0.654228855721393,0.04684398799907686,0,0,0,1,1,0,0,0,0,1,0
2351,1,0,0,0,0.676056338028169,1,0,1,1,1,1,0,0,0,0.4890547263681593,0.37941957073621047,0,0,1,0,0,0,1,1,0,0,0
2352,0,0,0,0,0.09859154929577466,1,0,0,0,0,0,0,0,1,0.014427860696517386,0.01732056312024002,0,1,0,0,1,0,0,1,0,0,0
2353,0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,1,1,0.617910447761194,0.027117470574659592,0,0,0,1,1,0,0,0,0,1,0
2354,0,0,1,1,0.11267605633802817,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.020609277636741287,0,1,0,0,0,0,1,0,0,0,1
2355,0,0,1,1,0.9295774647887325,1,0,1,1,0,0,0,0,1,0.3577114427860697,0.4407339026078929,0,0,1,0,0,0,1,1,0,0,0
2356,0,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.2681592039800995,0.2361354719593815,0,0,1,0,1,0,0,0,1,0,0
2357,1,0,1,0,0.9295774647887325,1,1,1,1,1,0,0,1,0,0.5656716417910447,0.5822351719363028,0,0,1,0,0,1,0,0,0,0,1
2358,1,0,1,0,0.7605633802816901,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.12938495268866837,0,1,0,0,0,1,0,0,0,1,0
2359,0,0,1,0,0.4507042253521127,1,1,1,1,1,0,1,0,1,0.5422885572139303,0.2802504038772213,0,0,1,0,1,0,0,1,0,0,0
2360,0,0,1,1,0.8591549295774649,1,0,0,0,0,0,0,0,0,0.01791044776119402,0.143676436648973,0,1,0,0,0,0,1,0,1,0,0
2361,1,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.2756218905472637,0.003132933302561736,1,0,1,0,1,0,0,0,0,0,1
2362,0,0,1,1,0.676056338028169,0,0,1,0,0,0,0,1,1,0.20845771144278608,0.20994114931917843,0,0,1,0,1,0,0,0,0,1,0
2363,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.26368159203980096,0.002994461112393261,0,0,1,0,1,0,0,0,0,1,0
2364,0,0,1,0,0.18309859154929578,1,1,0,1,1,0,0,0,1,0.6407960199004975,0.1345718901453958,0,0,0,1,1,0,0,0,0,1,0
2365,0,1,0,0,0.23943661971830985,1,1,0,0,1,1,1,0,0,0.7527363184079602,0.19906531271636282,0,0,0,1,1,0,0,1,0,0,0
2366,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5164179104477612,0.005925455804292638,1,0,0,1,1,0,0,0,0,1,0
2367,1,0,0,0,0.0,1,0,0,0,1,0,1,0,1,0.6696517412935323,0.007702515578121394,1,0,0,1,1,0,0,0,1,0,0
2368,1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9840796019900498,0.9820793907223633,0,0,0,1,0,0,1,0,1,0,0
2369,0,0,0,0,0.8873239436619719,1,1,1,0,1,1,0,1,0,0.8059701492537313,0.7535945072697899,0,0,0,1,0,0,1,0,1,0,0
2370,0,0,1,0,0.9577464788732395,1,1,1,1,1,1,1,1,1,0.9383084577114428,0.8986498961458574,0,0,0,1,0,0,1,1,0,0,0
2371,1,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.07412935323383085,0.0007962150934687283,0,1,0,0,1,0,0,0,0,1,0
