,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
3474,42.0,0.37,0.963,2.0,-5.773,1,0.1,3.05e-05,0.000815,0.146,0.305,200.317,331907.0,4,0
3475,61.0,0.416,0.944,1.0,-2.485,1,0.0394,0.000302,,0.306,0.624,97.018,190927.0,4,0
3476,23.0,0.596,0.765,1.0,-4.064,1,0.342,0.0533,,0.268,0.32,96.762,158897.0,5,0
3477,,0.456,0.298,11.0,-12.464,0,0.0895,0.983,0.497,0.231,0.811,133.859,3.425966667,5,0
3478,61.0,0.365,0.892,4.0,-8.036,0,0.0786,3.31e-05,0.0948,0.751,0.176,136.133,323373.0,4,0
3479,40.0,0.565,0.769,6.0,-7.863,0,0.0594,0.0135,0.794,0.171,0.464,124.069,145920.0,4,0
3480,60.0,0.442,0.759,10.0,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,205560.0,4,0
3481,63.0,0.814,0.659,2.0,-4.475,1,0.0829,0.00155,0.0251,0.568,0.13,88.506,171527.0,4,0
3482,66.0,0.525,0.742,10.0,-5.643,1,0.0311,0.0874,0.149,0.117,0.179,117.029,252280.0,4,0
3483,60.0,0.331,0.169,9.0,-18.095,0,0.0373,0.956,0.951,0.121,0.114,171.169,4.597333333,3,0
3484,24.0,0.459,0.934,11.0,-7.161,1,0.0764,2.63e-05,0.0116,0.332,0.441,169.93,186093.0,4,0
3485,41.0,0.613,0.414,6.0,-7.575,0,0.0276,0.627,,0.118,0.297,91.033,230422.0,3,0
3486,66.0,0.614,0.938,11.0,-4.461,1,0.0611,0.000532,,0.368,0.607,100.058,224674.0,4,0
3487,60.0,0.421,0.991,8.0,-3.678,1,0.124,3.81e-06,0.0466,0.13,0.446,159.998,234387.0,4,0
3488,64.0,0.214,0.931,7.0,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,348387.0,4,0
3489,84.0,0.92,0.654,11.0,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827.0,4,0
3490,65.0,0.523,0.341,4.0,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,313373.0,4,0
3491,41.0,0.367,0.938,7.0,-4.643,1,0.0464,0.0052,5.18e-06,0.428,0.556,177.916,214880.0,4,0
3492,26.0,0.451,0.912,2.0,-4.33,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,219141.0,4,0
3493,54.0,0.778,0.63,9.0,-7.135,0,0.182,0.216,,0.0968,0.705,97.035,165862.0,4,0
3494,16.0,0.425,0.694,4.0,-9.29,1,0.0323,0.000405,0.000289,0.121,0.605,105.014,234427.0,4,0
3495,23.0,0.648,0.95,1.0,-4.829,1,0.101,0.00227,0.776,0.0413,0.675,172.022,219053.0,4,0
3496,32.0,0.317,0.94,5.0,-9.713,1,0.142,0.000699,0.84,0.391,0.0754,112.506,285000.0,3,0
3497,26.0,0.209,0.927,4.0,-7.263,0,0.101,1.82e-06,0.667,0.652,0.298,194.048,293320.0,4,0
3498,34.0,0.63,0.896,4.0,-4.437,1,0.0309,0.325,0.00152,0.712,0.829,91.077,182620.0,4,0
3499,40.0,0.72,0.789,1.0,-4.9,1,0.056,0.0166,0.0121,0.0605,0.681,140.101,210874.0,4,0
3500,70.0,0.611,0.47,4.0,-9.135,1,0.0356,0.579,,0.581,0.97,85.527,134800.0,4,0
3501,69.0,0.668,0.913,9.0,-3.097,1,0.0348,0.0119,6.7e-06,0.111,0.933,132.039,219053.0,4,0
3502,57.0,0.59,0.521,1.0,-8.823,0,0.0335,0.404,0.000101,0.357,0.423,99.165,270067.0,4,0
3503,12.0,0.771,0.546,,-6.096,0,0.149,0.119,9.33e-06,0.153,0.613,94.117,187467.0,4,0
3504,,0.704,0.81,,-6.398,0,0.0583,0.0482,0.735,0.0768,0.27,127.001,208897.0,4,0
3505,49.0,0.572,0.958,8.0,-4.526,1,0.047,0.651,0.886,0.105,0.0335,101.009,333810.0,4,0
3506,56.0,0.624,0.559,9.0,-6.932,1,0.0465,0.469,0.000109,0.181,0.529,92.973,298350.0,4,0
3507,36.0,0.625,0.196,9.0,-11.448,1,0.0375,0.834,0.00185,0.0931,0.3,119.637,3.93045,4,1
3508,39.0,0.425,0.936,2.0,-4.276,1,0.037,2.98e-06,0.823,0.0466,0.499,138.007,238560.0,4,0
3509,49.0,0.62,0.878,9.0,-9.064,1,0.0443,0.0264,0.776,0.235,0.708,129.236,272996.0,4,0
3510,55.0,0.533,0.967,2.0,-3.066,1,0.057,0.0426,0.000432,0.132,0.603,95.008,219482.0,4,0
3511,21.0,0.0993,0.735,2.0,-6.51,1,0.0403,1.77e-05,0.805,0.209,0.323,196.637,302811.0,4,0
3512,41.0,0.725,0.704,5.0,-6.522,0,0.111,0.227,0.000244,0.19,0.575,140.014,165817.0,4,0
3513,72.0,0.547,0.707,,-8.74,1,0.0338,8.14e-05,0.000149,0.285,0.654,119.576,242733.0,4,0
3514,45.0,0.832,0.704,7.0,-8.973,1,0.0707,0.201,0.0377,0.0937,0.905,128.41,194267.0,4,0
3515,57.0,0.595,0.784,1.0,-4.878,1,0.102,0.216,,0.0608,0.479,124.111,183726.0,4,0
3516,42.0,0.26,0.922,11.0,-7.592,0,0.104,3.03e-06,0.914,0.0802,0.2,101.185,170000.0,4,0
3517,20.0,0.584,0.627,6.0,-7.598,0,0.0413,0.485,,0.109,0.809,139.965,237707.0,4,0
3518,27.0,0.573,0.929,3.0,-6.103,0,0.0458,0.000282,0.724,0.269,0.526,128.125,251867.0,4,0
3519,8.0,0.504,0.322,5.0,-14.529,1,0.0388,0.944,3.57e-05,0.126,0.733,115.607,3.787783333,4,0
3520,43.0,0.482,0.822,11.0,-7.153,1,0.0589,0.00344,0.013,0.17,0.562,78.98,326013.0,4,0
3521,50.0,0.773,0.634,4.0,-6.894,1,0.0279,0.449,0.469,0.0844,0.963,104.998,243770.0,4,0
3522,44.0,0.768,0.506,11.0,-8.749,0,0.236,0.0136,3.95e-05,0.349,0.395,99.978,162191.0,4,0
3523,66.0,0.39,0.625,9.0,-7.813,0,0.0537,0.36,,0.0663,0.514,144.338,134387.0,4,0
3524,46.0,0.622,0.812,2.0,-7.339,1,0.0324,8.53e-05,0.717,0.425,0.0556,121.982,162824.0,4,0
3525,37.0,0.557,0.184,2.0,-21.95,1,0.0523,0.914,0.869,0.0978,0.516,107.2,5.021783333,4,0
3526,38.0,0.812,0.725,8.0,-8.947,1,0.0579,0.0277,0.574,0.0826,0.617,115.038,172489.0,4,0
3527,44.0,0.255,0.947,,-4.14,1,0.071,0.000103,,0.397,0.235,159.905,208974.0,4,0
3528,61.0,0.568,0.829,7.0,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,348293.0,4,0
3529,53.0,0.911,0.614,7.0,-11.176,1,0.338,0.00432,8.75e-06,0.0985,0.601,99.025,243267.0,4,0
3530,32.0,0.455,0.759,4.0,-5.268,1,0.0488,0.00814,0.0011,0.275,0.327,120.098,208992.0,4,0
3531,48.0,0.33,0.895,5.0,-3.435,1,0.0399,0.221,0.737,0.408,0.54,144.945,232533.0,4,0
3532,37.0,0.167,0.953,7.0,-2.919,1,0.0694,0.0472,,0.0941,0.46,145.06,260867.0,4,0
3533,61.0,0.631,0.597,4.0,-7.382,0,0.026,0.379,0.00273,0.146,0.665,107.26,244440.0,4,0
3534,43.0,0.412,0.978,2.0,-3.076,1,0.123,4.75e-05,,0.168,0.353,151.991,222093.0,4,0
3535,23.0,0.465,0.39,7.0,-6.993,0,0.0341,0.843,1.24e-05,0.127,0.338,130.559,308373.0,3,0
3536,65.0,0.378,0.474,4.0,-8.202,0,0.0271,0.28,0.00138,0.117,0.38,102.379,204960.0,4,0
3537,51.0,0.644,0.842,7.0,-4.551,1,0.036,0.0296,0.000386,0.264,0.551,105.138,212280.0,4,0
3538,36.0,0.233,0.863,2.0,-4.319,1,0.0434,0.00999,,0.228,0.496,175.657,230827.0,4,0
3539,55.0,0.465,0.519,5.0,-11.819,1,0.0239,0.394,0.00156,0.204,0.881,86.6,3.589333333,4,0
3540,75.0,0.445,0.706,8.0,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,266720.0,4,0
3541,10.0,0.232,0.895,2.0,-2.834,1,0.0517,0.66,,0.124,0.343,175.443,5.227266667,4,1
3542,34.0,0.376,0.703,,-5.215,0,0.0517,0.741,,0.167,0.285,87.828,256227.0,4,0
3543,66.0,0.611,0.791,9.0,-7.7,0,0.0286,0.326,0.862,0.217,0.856,140.12,208267.0,4,0
3544,89.0,0.436,0.655,1.0,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204.0,4,0
3545,17.0,0.528,0.835,7.0,-5.863,1,0.0384,0.00013,0.000207,0.923,0.542,125.02,3.878933333,4,0
3546,25.0,0.323,0.648,9.0,-5.122,1,0.0369,0.282,6.78e-06,0.169,0.338,182.234,273893.0,3,0
3547,68.0,0.675,0.368,,-14.072,0,0.0375,0.83,0.00158,0.136,0.176,106.004,190393.0,4,0
3548,41.0,0.482,0.33,2.0,-14.292,0,0.0342,0.836,0.85,0.128,0.177,129.951,177680.0,3,0
3549,52.0,0.699,0.491,9.0,-10.454,1,0.0348,4.49e-05,0.811,0.119,0.693,123.968,206000.0,4,0
3550,40.0,0.664,0.664,6.0,-7.132,1,0.0498,0.284,0.000244,0.0627,0.674,74.931,211000.0,4,0
3551,31.0,0.554,0.915,8.0,-8.52,1,0.0522,0.00105,0.000231,0.13,0.327,127.997,220878.0,4,0
3552,5.0,0.631,0.513,7.0,-9.505,1,0.0292,0.283,1.03e-05,0.154,0.366,110.001,200962.0,4,0
3553,19.0,0.338,0.421,4.0,-11.879,0,0.0309,0.635,7.83e-06,0.0655,0.356,97.064,247000.0,3,0
3554,65.0,0.762,0.722,2.0,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,194667.0,4,0
3555,21.0,0.506,0.934,11.0,-3.496,0,0.0345,0.218,1.23e-06,0.217,0.898,165.05,203480.0,4,0
3556,53.0,0.535,0.92,7.0,-4.39,0,0.0535,0.031,1.43e-05,0.0493,0.587,95.987,200387.0,4,0
3557,52.0,0.495,0.731,8.0,-6.304,1,0.0458,0.000348,,0.0598,0.284,120.004,216000.0,4,0
3558,44.0,0.65,0.729,4.0,-8.641,1,0.0434,0.37,0.544,0.323,0.752,103.706,207067.0,4,0
3559,41.0,0.469,0.447,7.0,-8.79,1,0.0257,0.586,2.55e-05,0.309,0.394,96.953,253040.0,4,0
3560,46.0,0.547,0.806,5.0,-8.947,1,0.0418,0.569,0.000146,0.427,0.971,141.78,3.244,4,0
3561,60.0,0.482,0.905,7.0,-4.371,0,0.0418,0.00971,0.29,0.288,0.116,93.017,270983.0,4,0
3562,65.0,0.539,0.638,7.0,-6.049,1,0.136,0.00676,,0.123,0.222,179.822,213333.0,4,0
3563,70.0,0.549,0.651,,-7.097,1,0.0323,0.583,,0.121,0.368,122.818,212307.0,4,0
3564,52.0,0.525,0.931,3.0,-3.304,0,0.0661,0.00238,1.34e-06,0.129,0.394,138.01,193309.0,4,0
3565,44.0,0.595,0.838,11.0,-4.878,1,0.0334,0.00252,0.0776,0.0594,0.279,127.042,200280.0,4,0
3566,29.0,0.516,0.0977,5.0,-23.899,1,0.087,0.912,0.873,0.0914,0.15,124.846,2.8703,4,0
3567,14.0,0.687,0.596,2.0,-9.219,0,0.0614,0.349,0.196,0.107,0.731,159.968,333507.0,4,0
3568,49.0,0.519,0.0422,1.0,-10.778,1,0.0537,0.966,0.929,0.124,0.397,130.436,4.215783333,3,0
3569,56.0,0.753,0.605,8.0,-6.792,1,0.0832,0.0874,2.33e-05,0.169,0.37,112.991,187120.0,4,0
3570,43.0,0.504,0.772,1.0,-4.886,0,0.0354,0.102,1.32e-05,0.108,0.708,127.065,218129.0,4,0
3571,28.0,0.427,0.931,,-4.202,1,0.0487,9.15e-06,0.024,0.169,0.383,150.102,236650.0,4,0
3572,25.0,0.471,0.77,11.0,-5.136,0,0.0346,0.0004,4.75e-05,0.197,0.558,118.096,203001.0,4,0
3573,65.0,0.952,0.301,2.0,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,307400.0,4,0
3574,33.0,0.494,0.514,1.0,-8.098,1,0.0269,0.272,0.877,0.104,0.26,133.982,230480.0,4,0
3575,55.0,0.42,0.949,7.0,-6.214,1,0.189,0.000181,0.00498,0.101,0.171,77.064,227379.0,4,0
3576,66.0,0.565,0.491,1.0,-6.902,1,0.221,0.0049,,0.137,0.337,175.694,242085.0,4,0
3577,36.0,0.401,0.827,5.0,-5.243,1,0.0499,0.00866,2e-06,0.134,0.324,125.025,239602.0,4,0
3578,73.0,0.348,0.875,11.0,-4.758,0,0.199,0.0341,,0.117,0.407,169.152,202133.0,4,0
3579,49.0,0.752,0.634,,-6.764,1,0.0928,0.523,0.531,0.102,0.521,99.975,156365.0,4,0
3580,40.0,0.706,0.518,2.0,-11.036,1,0.0509,0.1,0.00044,0.077,0.616,87.626,220440.0,4,0
3581,24.0,0.397,0.769,10.0,-7.042,1,0.0449,0.0358,2.57e-05,0.935,0.426,83.718,6.236683333,4,0
3582,54.0,0.482,0.883,4.0,-3.348,1,0.0754,0.0891,0.00422,0.266,0.594,80.687,253805.0,4,0
3583,61.0,0.545,0.851,6.0,-3.569,1,0.0935,0.0572,,0.403,0.787,179.947,240833.0,4,0
3584,78.0,0.523,0.943,1.0,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160.0,4,0
3585,65.0,0.511,0.934,3.0,-4.561,1,0.242,0.00403,3.48e-05,0.242,0.668,168.062,272240.0,4,0
3586,1.0,0.668,0.133,,-15.12,1,0.0689,0.986,0.0899,0.12,0.773,92.243,180747.0,4,0
3587,38.0,0.366,0.929,5.0,-4.413,0,0.123,8.19e-05,0.448,0.419,0.283,77.728,295560.0,4,0
3588,63.0,0.77,0.655,2.0,-5.369,1,0.0316,0.118,0.0234,0.125,0.639,129.964,188707.0,4,0
3589,74.0,0.679,0.715,9.0,-6.383,1,0.0407,0.0755,,0.271,0.571,127.435,214148.0,4,0
3590,53.0,0.575,0.314,2.0,-7.048,1,0.0344,0.763,,0.101,0.653,150.459,208438.0,4,0
3591,57.0,0.46,0.889,2.0,-4.281,0,0.0294,3.21e-06,0.645,0.121,0.639,140.038,219707.0,4,0
3592,40.0,0.424,0.0977,11.0,-13.594,1,0.0512,0.939,,0.109,0.236,132.08,217360.0,5,0
3593,35.0,0.578,0.811,10.0,-6.228,0,0.027,0.144,0.0054,0.113,0.752,145.056,233922.0,4,0
3594,51.0,0.422,0.174,2.0,-15.427,1,0.0378,0.936,0.929,0.367,0.0858,95.089,3.447583333,4,0
3595,55.0,0.763,0.721,1.0,-6.767,0,0.0986,0.0117,7.69e-06,0.0752,0.657,118.049,263880.0,4,0
3596,38.0,0.179,0.798,3.0,-7.618,0,0.0586,0.0207,0.846,0.095,0.155,152.972,576912.0,4,0
3597,29.0,0.598,0.589,4.0,-13.802,0,0.0286,0.131,0.0124,0.156,0.665,130.703,258933.0,4,0
3598,83.0,0.676,0.609,2.0,-5.831,0,0.481,0.0706,,0.152,0.508,142.037,237735.0,4,0
3599,17.0,0.574,0.882,5.0,-2.892,1,0.0874,0.183,0.282,0.0582,0.797,171.202,266227.0,4,0
3600,2.0,0.56,0.684,4.0,-8.624,1,0.221,0.786,0.00385,0.656,0.7,95.918,3.4843,4,0
3601,2.0,0.599,0.647,2.0,-6.023,1,0.0396,0.279,,0.0719,0.465,204.312,4.352883333,4,0
3602,71.0,0.511,0.942,,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,393667.0,4,0
3603,48.0,0.649,0.824,1.0,-6.709,0,0.142,0.0674,,0.106,0.777,156.062,205788.0,4,0
3604,33.0,0.724,0.734,2.0,-7.405,0,0.0466,0.418,,0.531,0.807,106.96,216912.0,3,0
3605,35.0,0.606,0.853,4.0,-8.516,1,0.054,0.0017,4.29e-05,0.621,0.439,131.969,302851.0,4,0
3606,,0.652,0.766,11.0,-6.481,1,0.0345,0.000761,6.34e-06,0.0739,0.641,110.011,227813.0,4,0
3607,38.0,0.845,0.743,9.0,-7.445,0,0.0931,0.0799,0.00209,0.694,0.956,112.493,170387.0,4,0
3608,38.0,0.798,0.482,9.0,-8.899,1,0.0312,0.722,0.000113,0.0755,0.744,133.882,164560.0,4,0
3609,43.0,0.512,0.667,3.0,-5.463,1,0.0273,0.63,0.0684,0.256,0.495,103.944,233357.0,4,0
3610,48.0,0.649,0.923,1.0,-4.537,1,0.0348,4.51e-05,0.623,0.369,0.517,108.217,182200.0,4,0
3611,72.0,0.775,0.518,6.0,-5.857,0,0.311,0.455,,0.121,0.646,161.011,123987.0,4,0
3612,74.0,0.494,0.939,1.0,-3.127,1,0.126,0.00666,,0.139,0.893,177.751,175093.0,4,0
3613,32.0,0.49,0.369,,-10.137,1,0.0313,0.892,0.0067,0.233,0.696,105.887,4.542016667,4,0
3614,76.0,0.761,0.781,5.0,-6.778,0,0.141,0.0681,0.108,0.0607,0.473,123.023,285375.0,4,0
3615,33.0,0.677,0.766,10.0,-7.98,0,0.0419,0.00625,0.000123,0.141,0.589,131.999,161869.0,4,0
3616,41.0,0.66,0.655,4.0,-8.041,1,0.0879,0.419,0.00327,0.265,0.249,159.94,194250.0,4,0
3617,28.0,0.371,0.246,4.0,-19.136,1,0.0432,0.922,0.917,0.208,0.413,113.846,6.624216667,4,0
3618,49.0,0.392,0.519,2.0,-7.438,0,0.031,0.526,0.000502,0.283,0.403,174.22,213093.0,3,0
3619,32.0,0.666,0.821,,-5.038,1,0.0251,0.00386,,0.185,0.582,130.954,3.922883333,4,0
3620,53.0,0.474,0.8,2.0,-10.472,1,0.0775,0.000769,0.0309,0.131,0.156,133.94,283213.0,4,0
3621,,0.588,0.58,9.0,-9.348,1,0.0623,0.309,2.22e-05,0.346,0.36,130.026,268114.0,4,0
3622,38.0,0.817,0.608,9.0,-6.768,1,0.26,0.000848,0.000618,0.125,0.11,118.661,131092.0,4,0
3623,67.0,0.762,0.537,9.0,-9.58,1,0.0478,0.785,0.000669,0.0551,0.958,105.603,193093.0,4,0
3624,25.0,0.736,0.97,1.0,-4.955,1,0.128,0.000228,0.0104,0.148,0.703,128.59,218493.0,4,0
3625,26.0,0.608,0.812,1.0,-7.156,1,0.0312,0.00272,0.12,0.159,0.229,84.244,165952.0,4,0
3626,29.0,0.393,0.85,9.0,-11.458,0,0.0545,0.000473,0.282,0.339,0.344,130.082,336413.0,4,0
3627,57.0,0.224,0.938,,-6.907,1,0.408,0.00157,0.0765,0.106,0.327,203.79,432547.0,4,0
3628,40.0,0.0985,0.00711,5.0,-30.47,0,0.0486,0.91,0.927,0.108,0.114,172.161,2.39445,4,0
3629,57.0,0.369,0.996,10.0,-1.531,0,0.0931,3.83e-05,0.14,0.249,0.209,98.162,231853.0,4,0
3630,29.0,0.544,0.539,5.0,-7.721,0,0.0265,0.0362,2.13e-06,0.329,0.347,68.546,286187.0,4,0
3631,43.0,0.597,0.678,1.0,-6.391,1,0.0261,0.0278,0.882,0.117,0.646,97.003,217940.0,4,0
3632,9.0,0.413,0.994,5.0,-3.621,1,0.171,0.00116,3.36e-06,0.286,0.0424,124.993,215253.0,4,0
3633,45.0,0.639,0.964,7.0,-6.029,1,0.0407,0.556,0.00483,0.143,0.925,107.809,167040.0,4,0
3634,63.0,0.401,0.13,5.0,-17.638,1,0.0312,0.989,0.305,0.101,0.213,93.091,210653.0,4,0
3635,,0.441,0.976,8.0,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,220413.0,4,0
3636,3.0,0.306,0.719,8.0,-8.044,1,0.204,0.854,0.77,0.0903,0.392,170.909,2.71555,4,0
3637,52.0,0.556,0.567,9.0,-11.426,0,0.0333,0.0581,0.00143,0.0907,0.858,141.345,227751.0,4,0
3638,19.0,0.277,0.243,8.0,-18.456,0,0.0348,0.966,0.889,0.105,0.0379,150.074,110000.0,3,0
3639,42.0,0.5,0.967,1.0,1.355,1,0.446,0.159,0.000237,0.358,0.292,80.034,168160.0,4,0
3640,71.0,0.554,0.949,2.0,-4.928,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,374453.0,4,0
3641,30.0,0.621,0.76,11.0,-7.493,0,0.0345,0.000168,0.225,0.14,0.839,119.993,244000.0,4,0
3642,,0.536,0.404,4.0,-11.265,1,0.0351,0.532,,0.101,0.29,112.682,3.354,3,0
3643,50.0,0.677,0.71,1.0,-7.914,1,0.0756,0.00978,,0.196,0.864,107.965,226002.0,4,0
3644,44.0,0.338,0.136,2.0,-20.596,0,0.0319,0.967,0.929,0.089,0.0572,88.494,301190.0,5,0
3645,45.0,0.468,0.982,2.0,-6.274,1,0.074,7.63e-06,0.752,0.177,0.261,127.616,183013.0,4,0
3646,1.0,0.595,0.543,7.0,-5.614,1,0.0232,0.164,0.0324,0.13,0.605,96.043,3.457116667,4,1
3647,33.0,0.58,0.888,4.0,-5.424,0,0.0305,0.00143,,0.367,0.678,125.982,163610.0,4,0
3648,79.0,0.643,0.849,2.0,-5.428,1,0.0526,0.0371,,0.058,0.903,162.152,165853.0,4,0
3649,40.0,0.686,0.387,7.0,-8.148,0,0.0316,0.7,2.66e-06,0.114,0.471,80.991,205134.0,4,0
3650,69.0,0.491,0.966,4.0,-4.28,1,0.0538,5.59e-05,,0.307,0.614,105.544,202573.0,4,0
3651,53.0,0.505,0.978,6.0,-3.166,0,0.11,0.000163,0.268,0.346,0.389,93.793,248867.0,4,0
3652,4.0,0.4,0.723,2.0,-7.679,1,0.0626,0.349,0.00124,0.265,0.201,184.475,183164.0,4,0
3653,50.0,0.545,0.998,8.0,-3.645,1,0.234,0.0192,,0.877,0.142,129.992,190657.0,4,0
3654,36.0,0.886,0.49,9.0,-9.215,0,0.109,0.317,5.04e-06,0.12,0.499,108.006,251507.0,4,0
3655,50.0,0.507,0.873,5.0,-4.683,0,0.0432,0.00561,1.27e-06,0.268,0.362,89.137,281373.0,4,0
3656,59.0,0.534,0.499,10.0,-7.968,1,0.104,0.672,,0.122,0.581,170.012,192048.0,4,0
3657,30.0,0.39,0.588,2.0,-8.032,1,0.0341,0.693,0.00174,0.108,0.434,122.284,3.60955,4,1
3658,59.0,0.47,0.954,11.0,-3.631,0,0.134,0.000159,0.0043,0.405,0.412,170.1,220173.0,4,0
3659,32.0,0.406,0.916,2.0,-2.945,1,0.041,0.000181,,0.0864,0.275,139.787,241453.0,4,0
3660,73.0,0.932,0.835,1.0,-3.905,1,0.156,0.105,,0.0847,0.926,144.02,182465.0,4,0
3661,56.0,0.576,0.121,9.0,-17.343,1,0.036,0.952,0.00111,0.1,0.063,116.826,4.49866667,4,1
3662,19.0,0.334,0.306,11.0,-9.242,0,0.0299,0.951,,0.181,0.152,99.477,140547.0,4,0
3663,,0.814,0.785,1.0,-10.308,1,0.167,0.144,0.0117,0.316,0.63,131.955,261822.0,4,0
3664,,0.8,0.629,7.0,-8.096,1,0.113,0.227,0.00418,0.124,0.199,139.921,152494.0,4,0
3665,81.0,0.889,0.496,4.0,-6.365,0,0.0905,0.259,,0.252,0.544,86.003,180522.0,4,0
3666,15.0,0.443,0.704,4.0,-5.695,1,0.0574,0.347,0.795,0.388,0.851,183.416,253733.0,4,0
3667,51.0,0.649,0.914,9.0,-6.199,1,0.0455,0.00573,0.000165,0.0997,0.739,139.125,209760.0,4,0
3668,49.0,0.369,0.759,9.0,-4.718,1,0.0361,0.000815,0.364,0.329,0.868,132.281,193560.0,4,0
3669,30.0,0.532,0.582,7.0,-7.804,1,0.0321,0.188,0.429,0.108,0.366,150.124,216059.0,4,0
3670,23.0,0.581,0.543,,-11.163,1,0.0385,0.473,1.33e-05,0.448,0.755,98.354,3.646,4,0
3671,49.0,0.559,0.952,7.0,-4.68,1,0.0544,0.000242,0.192,0.204,0.243,130.047,301533.0,4,0
3672,27.0,0.365,0.305,8.0,-10.089,0,0.0276,0.11,0.937,0.11,0.0958,82.858,276027.0,3,0
3673,75.0,0.924,0.523,,-6.362,1,0.132,0.011,,0.17,0.144,131.892,181690.0,4,0
3674,72.0,0.478,0.854,7.0,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,274160.0,4,0
3675,62.0,0.747,0.68,1.0,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,317933.0,4,0
3676,23.0,0.501,0.437,5.0,-14.575,1,0.0255,0.0688,0.000393,0.349,0.406,91.145,209347.0,4,0
3677,26.0,0.557,0.764,1.0,-7.928,0,0.117,0.00875,0.148,0.213,0.524,140.041,185213.0,4,0
3678,44.0,0.511,0.19,2.0,-15.757,0,0.0332,0.957,0.737,0.189,0.113,97.135,3.421316667,4,0
3679,53.0,0.622,0.693,7.0,-8.619,1,0.0274,0.288,1.06e-06,0.136,0.843,109.055,230040.0,4,0
3680,14.0,0.833,0.538,5.0,-12.777,1,0.033,0.272,0.00303,0.285,0.896,119.586,224000.0,4,0
3681,75.0,0.654,0.929,1.0,-5.906,1,0.0998,0.0468,,0.0539,0.902,144.774,168840.0,4,0
3682,54.0,0.457,0.964,10.0,-2.963,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,164987.0,4,0
3683,32.0,0.507,0.797,8.0,-3.333,0,0.0315,0.165,,0.112,0.394,108.91,3.357783333,4,0
3684,55.0,0.71,0.805,1.0,-5.471,1,0.0637,0.00909,,0.141,0.897,92.601,172013.0,4,0
3685,51.0,0.253,0.0118,8.0,-33.838,1,0.042,0.952,0.614,0.245,0.149,82.843,316167.0,3,0
3686,42.0,0.787,0.623,10.0,-18.273,0,0.178,0.19,4.55e-06,0.107,0.818,109.906,336867.0,4,0
3687,64.0,0.489,0.913,5.0,-9.152,0,0.0479,0.00015,0.709,0.0703,0.539,135.756,171747.0,4,0
3688,44.0,0.527,0.415,,-8.065,1,0.0347,0.789,9.07e-05,0.152,0.251,93.326,2.32178333,4,1
3689,72.0,0.581,0.197,3.0,-7.697,1,0.0329,0.88,,0.107,0.349,130.367,214293.0,4,0
3690,34.0,0.569,0.566,7.0,-7.644,1,0.369,0.122,0.106,0.354,0.459,180.057,159554.0,4,0
3691,53.0,0.86,0.422,1.0,-9.785,1,0.0296,0.541,0.00449,0.139,0.523,99.958,106800.0,4,0
3692,62.0,0.605,0.583,,-5.068,0,0.294,0.357,,0.314,0.534,92.713,159130.0,4,0
3693,43.0,0.728,0.481,6.0,-13.32,1,0.179,0.088,2.87e-05,0.309,0.652,82.944,259533.0,4,0
3694,75.0,0.284,0.875,11.0,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907.0,4,0
3695,70.0,0.684,0.672,10.0,-5.762,0,0.0341,0.151,,0.116,0.381,93.965,155674.0,4,0
3696,46.0,0.471,0.957,5.0,-5.695,1,0.137,0.00498,0.00806,0.819,0.17,112.815,457892.0,4,0
3697,50.0,0.66,0.619,9.0,-4.193,0,0.0265,0.665,2.6e-05,0.0893,0.531,144.869,188400.0,4,0
3698,40.0,0.472,0.989,11.0,-3.127,0,0.119,5.48e-05,0.00102,0.313,0.137,122.535,265714.0,4,0
3699,34.0,0.561,0.398,9.0,-12.848,1,0.0607,0.686,0.0025,0.135,0.363,171.834,311667.0,4,0
3700,41.0,0.679,0.728,2.0,-9.478,1,0.0325,0.0795,0.0127,0.151,0.748,120.014,188142.0,4,0
3701,48.0,0.535,0.858,10.0,-11.109,1,0.0453,0.101,2.18e-06,0.141,0.926,95.792,142093.0,4,0
3702,6.0,0.309,0.258,8.0,-12.18,0,0.0458,0.99,0.000234,0.136,0.157,77.03,4.55555,1,0
