,Track Name,Class,Feat,Length,WordCount,ng,Remix,Invalid
1583,Funky Guitar Blues,Alt,False,18,3,False,False,False
1584,Frontin' (feat. Jay-Z) - Club Mix,HipHop,True,33,6,True,False,False
1585,MUNG,Country,False,4,1,False,False,False
1586,Rebel Heart,Country,False,11,2,False,False,False
1587,I Get High,HipHop,False,10,3,False,False,False
1588,Again,Country,False,5,1,False,False,False
1589,Oblivion,Alt,False,8,1,False,False,False
1590,Sing To Me,Country,False,10,3,False,False,False
1591,Roses - Imanbek Remix,Instrumental,False,21,4,False,True,False
1592,Blues For The Weepers,Alt,False,21,4,False,False,False
1593,Ball and Chain,Country,False,14,3,False,False,False
1594,Tu Rutha Dil Tuta - Yaarana / Soundtrack Version,Pop,False,48,9,False,False,False
1595,Fascination Street - Remastered,Country,False,31,4,False,False,False
1596,Waiting On the World to Change,Country,False,30,6,False,False,False
1597,Les bonnes manières,Alt,False,20,3,False,False,False
1598,Chasing Rainbows,Alt,False,16,2,False,False,False
1599,No Reptiles,Alt,False,11,2,False,False,False
1600,Sea Of Love,Rock,False,11,3,False,False,False
1601,Beaches,Indie,False,7,1,False,False,False
1602,Empire of the Blind,Acoustic_Folk,False,19,4,False,False,False
1603,Psycho Circus,Acoustic_Folk,False,13,2,False,False,False
1604,Hesitate,Alt,False,8,1,False,False,False
1605,Intergalactic - Remastered,HipHop,False,26,3,False,False,False
1606,Merry Go Round,Country,False,14,3,False,False,False
1607,Let Me Reach That Mountain,Blues,False,26,5,False,False,False
1608,Once In A Lifetime,Instrumental,False,18,4,False,False,False
1609,Like A Pimp,HipHop,False,11,3,False,False,False
1610,Too Late To Say Goodbye,Country,False,23,5,False,False,False
1611,Desert Cruiser,Acoustic_Folk,False,14,2,False,False,False
1612,Kalank (Title Track),Pop,False,20,3,False,False,False
1613,Lift Me Up (feat. Rob Halford of Judas Priest),Acoustic_Folk,True,46,9,False,False,False
1614,Lights Out,Acoustic_Folk,False,10,2,False,False,False
1615,Phool Se Galon Pe,Pop,False,17,4,False,False,False
1616,She Believes in the Devil,Indie,False,25,5,False,False,False
1617,El Efecto - Remix,Instrumental,False,17,4,False,True,False
1618,Country Club,Metal,False,12,2,False,False,False
1619,Starstruck - Single Version,Country,False,27,4,False,False,False
1620,If I Ever Feel Better,Alt,False,21,5,False,False,False
1621,Phantoms,Alt,False,8,1,False,False,False
1622,I Don't Like You,Country,False,16,4,True,False,False
1623,Oh Canada,Alt,False,9,2,False,False,False
1624,Do It Again (feat. Doe Boy),HipHop,True,27,6,False,False,False
1625,Østavind,Acoustic_Folk,False,9,1,False,False,False
1626,Trouble (with Talk Show),Country,False,24,4,False,False,False
1627,Track Star,HipHop,False,10,2,False,False,False
1628,Rocks,Country,False,5,1,False,False,False
1629,Eres Divina,Blues,False,11,2,False,False,False
1630,Love Is,Alt,False,7,2,False,False,False
1631,River,Alt,False,5,1,False,False,False
1632,"Time-Data. The Stars. The Essence. Love. Abstract Beauty. Desire. Ariseth, As The Sun.",Alt,False,86,13,False,False,False
1633,Curious Alice,Alt,False,13,2,False,False,False
1634,Weekends,Alt,False,8,1,False,False,False
1635,No One,Instrumental,False,6,2,False,False,False
1636,All Things Must Pass - 2020 Mix,Country,False,31,7,False,False,False
1637,Jump to It,HipHop,False,10,3,False,False,False
1638,Slow And Steady,Country,False,15,3,False,False,False
1639,Funky Soul Makossa,HipHop,False,18,3,False,False,False
1640,Arise,Acoustic_Folk,False,5,1,False,False,False
1641,Photo ID,Alt,False,8,2,False,False,False
1642,Koroba,Instrumental,False,6,1,False,False,False
1643,Last Kind Words Blues,Alt,False,21,4,False,False,False
1644,WITHOUT YOU,Instrumental,False,11,2,False,False,False
1645,pour a brain,Alt,False,12,3,False,False,False
1646,Enter Sandman,Country,False,13,2,False,False,False
1647,Oh Yeah,Alt,False,7,2,False,False,False
1648,The Race,Acoustic_Folk,False,8,2,False,False,False
1649,In Too Far,Country,False,10,3,False,False,False
1650,Black And White,Indie,False,15,3,False,False,False
1651,Once in a Lifetime - 2005 Remaster,Country,False,34,7,False,False,False
1652,Hospitalized,Country,False,12,1,False,False,False
1653,Demente - Spanish Version,Instrumental,False,25,4,False,False,False
1654,The Water,Country,False,9,2,False,False,False
1655,Glock 'n' Roll,Acoustic_Folk,False,14,3,True,False,False
1656,Die Wanderbiene,Blues,False,15,2,False,False,False
1657,Level Head,Country,False,10,2,False,False,False
1658,Primadonna Like Me,Country,False,18,3,False,False,False
1659,How Many More Years,Alt,False,19,4,False,False,False
1660,bloodstream,Alt,False,11,1,False,False,False
1661,Our Most Desperate Hour,Acoustic_Folk,False,23,4,False,False,False
1662,Papa Kahte They,Pop,False,15,3,False,False,False
1663,אל תקרא לי עם,Country,False,23,4,False,False,True
1664,Against All Odds,Acoustic_Folk,False,16,3,False,False,False
1665,p u n c h i n ‘ . t h e . c l o c k,HipHop,False,37,18,False,False,False
1666,Rusty,Instrumental,False,5,1,False,False,False
1667,Little Boy Blue,Alt,False,15,3,False,False,False
1668,"Nameless, Faceless",Indie,False,18,2,False,False,False
1669,Juke,Alt,False,4,1,False,False,False
1670,Whippin' Piccadilly,Country,False,19,2,True,False,False
1671,Dogman,Acoustic_Folk,False,6,1,False,False,False
1672,Everything Is Free - Recorded at Spotify Studios NYC,Indie,False,52,9,False,False,False
1673,Redneck,Acoustic_Folk,False,7,1,False,False,False
1674,הכי יפה,Instrumental,False,13,2,False,False,True
1675,Whiskey Sunrise,Country,False,15,2,False,False,False
1676,Get the Party Started,Instrumental,False,21,4,False,False,False
1677,Navvie,Acoustic_Folk,False,6,1,False,False,False
1678,Patience,HipHop,False,8,1,False,False,False
1679,13th Century Metal - Michael Kiwanuka Mix,Country,False,41,7,False,False,False
1680,ביצ’הביתה,HipHop,False,19,1,False,False,True
1681,The Tearjerker Returns,Alt,False,22,3,False,False,False
1682,I NEED YOU,Instrumental,False,10,3,False,False,False
1683,Dear Agony,Country,False,10,2,False,False,False
1684,Handful of Water,Indie,False,16,3,False,False,False
1685,"Wild About You, Baby",Alt,False,20,4,False,False,False
1686,Kinaray,Rock,False,7,1,False,False,False
1687,Drug Dealer,Alt,False,11,2,False,False,False
1688,Memorial,Acoustic_Folk,False,8,1,False,False,False
1689,Darkness,Alt,False,8,1,False,False,False
1690,Replica,Acoustic_Folk,False,7,1,False,False,False
1691,ג`מלי פורוש,Country,False,20,2,False,False,True
1692,התעוררות,Country,False,16,1,False,False,True
1693,Sucker Train Blues,Country,False,18,3,False,False,False
1694,מאושרת בלעדיי,Instrumental,False,25,2,False,False,True
1695,Body Groove - Mix Mc Version,HipHop,False,28,6,False,False,False
1696,African Sun,Instrumental,False,11,2,False,False,False
1697,Cupid's Chokehold / Breakfast in America,Instrumental,False,40,6,False,False,False
1698,FUCKBOY,Instrumental,False,7,1,False,False,False
1699,Breathe,Indie,False,7,1,False,False,False
1700,Contact,Acoustic_Folk,False,7,1,False,False,False
1701,רוח רוח,Country,False,13,2,False,False,True
1702,Cinderella,Instrumental,False,10,1,False,False,False
1703,Selkie,Acoustic_Folk,False,6,1,False,False,False
1704,Yariyaan,Rock,False,8,1,False,False,False
1705,Mountain Music,Metal,False,14,2,False,False,False
1706,Happy Endings (feat. iann dior and UPSAHL),Indie,True,42,7,False,False,False
1707,Kids In America,Country,False,15,3,False,False,False
1708,Dance (A$$),HipHop,False,11,2,False,False,False
1709,Eruption,Country,False,8,1,False,False,False
1710,Months,Alt,False,6,1,False,False,False
1711,Last Stop: This Town,Alt,False,20,4,False,False,False
1712,Airwalkin',Alt,False,10,1,True,False,False
1713,Bad Things,Country,False,10,2,False,False,False
1714,Mourning Palace,Acoustic_Folk,False,15,2,False,False,False
1715,Soul Meets Body,Alt,False,15,3,False,False,False
1716,Mean Mistreater,Alt,False,15,2,False,False,False
1717,Lola,Indie,False,4,1,False,False,False
1718,אמן,Instrumental,False,6,1,False,False,True
1719,Heaven - Live At Sydney Opera House / 2013,Instrumental,False,42,9,False,False,False
1720,You Get What You Give,Alt,False,21,5,False,False,False
1721,A Horse with No Name,Rock,False,20,5,False,False,False
1722,המחשבות הורגות אותי,Instrumental,False,36,3,False,False,True
1723,Courageous Grieving,Alt,False,19,2,False,False,False
1724,Girlfriend,Country,False,10,1,False,False,False
1725,Go Faster,Alt,False,9,2,False,False,False
1726,POWER,Country,False,5,1,False,False,False
1727,Diagonale,Alt,False,9,1,False,False,False
1728,Call It What It Is,Alt,False,18,5,False,False,False
1729,Raat Baaqi Baat Baaqi,Pop,False,21,4,False,False,False
1730,Desperado,Instrumental,False,9,1,False,False,False
1731,"Introduction (Greensleeves) - Live, Glastonbury, 2000",Country,False,53,6,False,False,False
1732,The Sky Children,Country,False,16,3,False,False,False
1733,"שלום, סלאם, פיס",HipHop,False,26,3,False,False,True
1734,Five To One,Country,False,11,3,False,False,False
1735,Common People,Alt,False,13,2,False,False,False
1736,Pokey LaFarge,Rock,False,13,2,False,False,False
1737,O Meri Soni Meri Tamanna,Pop,False,24,5,False,False,False
1738,Good Vibrations - Remastered 2001,Country,False,33,5,False,False,False
1739,Ready For War (feat. Joe Buras of Born Of Osiris),Country,True,49,10,False,False,False
1740,Minute Phone,HipHop,False,12,2,False,False,False
1741,Old Friends,Alt,False,11,2,False,False,False
1742,Sultans of Swing,Country,False,16,3,False,False,False
1743,Half Moon Run,Rock,False,13,3,False,False,False
1744,Dancing in My Room,Instrumental,False,18,4,False,False,False
1745,So What!,Instrumental,False,8,2,False,False,False
1746,Piya Tose Naina Laage Re,Pop,False,24,5,False,False,False
1747,Every Window Is A Mirror,Instrumental,False,24,5,False,False,False
1748,Noir - Radio Edit,Alt,False,17,4,False,False,False
1749,James Dean,Country,False,10,2,False,False,False
1750,Life is Perfecto,Alt,False,16,3,False,False,False
1751,Love's Gonna Live Here,Metal,False,22,4,False,False,False
1752,Like Lightning,Alt,False,14,2,False,False,False
1753,Paranoid - 2012 - Remaster,Country,False,26,5,False,False,False
1754,Burning Out,Alt,False,11,2,False,False,False
1755,Open Eyes,Alt,False,9,2,False,False,False
1756,Every Little Thing She Does Is Magic - Remastered 2003,Country,False,54,10,False,False,False
1757,All Around The World,Alt,False,20,4,False,False,False
1758,Only Apathy,Acoustic_Folk,False,11,2,False,False,False
1759,Stand Up,Country,False,8,2,False,False,False
1760,Club Foot,Indie,False,9,2,False,False,False
1761,Gelin Halayı,Alt,False,13,2,False,False,False
1762,The Diary of Jane - Single Version,Country,False,34,7,False,False,False
1763,No Tomorrow,Instrumental,False,11,2,False,False,False
1764,שירו של שפשף,Instrumental,False,22,3,False,False,True
1765,Stinkfist,Acoustic_Folk,False,9,1,False,False,False
1766,"Bharathiyar Medley - Aasai Mugam Maranthu, Paayum Oli, Chinnam Chiru Kiliye",Rock,False,75,11,False,False,False
1767,100 Racks,HipHop,False,9,2,False,False,False
1768,Typical Shit,HipHop,False,12,2,False,False,False
1769,מה איתי - פלסטלינה - רימאסטרינג,Country,False,55,6,False,False,True
1770,Sacrifice for the Crops,Acoustic_Folk,False,23,4,False,False,False
1771,משום מה,Instrumental,False,13,2,False,False,True
1772,Skeletons,HipHop,False,9,1,False,False,False
1773,"The Blue, The Green",Country,False,19,4,False,False,False
1774,I Think We Need To Talk,Instrumental,False,23,6,False,False,False
1775,קיטש,Alt,False,8,1,False,False,True
1776,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",HipHop,True,52,11,False,False,False
1777,Goodbye Divinity,Acoustic_Folk,False,16,2,False,False,False
1778,Emily,Blues,False,5,1,False,False,False
1779,Arc Of A Diver,Country,False,14,4,False,False,False
1780,The Cause,Country,False,9,2,False,False,False
1781,Leave Before You Love Me (with Jonas Brothers),Instrumental,False,46,8,False,False,False
1782,Bartender,Metal,False,9,1,False,False,False
1783,Beautiful Drug,Country,False,14,2,False,False,False
1784,We Stand as One,Country,False,15,4,False,False,False
1785,FVR105 - p-rallel Remix,Alt,False,23,4,False,True,False
1786,Shot in the Dark,Acoustic_Folk,False,16,4,False,False,False
1787,Uptown to Harlem,Alt,False,16,3,False,False,False
1788,Прости,Alt,False,12,1,False,False,False
1789,Pride (In The Name Of Love),Country,False,27,6,False,False,False
1790,On The Luna,Alt,False,11,3,False,False,False
1791,Deewana Dil Deewana,Pop,False,19,3,False,False,False
1792,Dressin' Tasty,Alt,False,14,2,True,False,False
1793,The Artist In The Ambulance,Country,False,27,5,False,False,False
1794,First Place,Instrumental,False,11,2,False,False,False
1795,Rave Down,Alt,False,9,2,False,False,False
1796,טמפרטורה,Instrumental,False,16,1,False,False,True
1797,True Believers,Country,False,14,2,False,False,False
1798,Bobby,Alt,False,5,1,False,False,False
1799,Only Time Makes It Human,Alt,False,24,5,False,False,False
1800,Ho Hey,Alt,False,6,2,False,False,False
1801,Over My Head,Country,False,12,3,False,False,False
1802,Nothin' With You,Alt,False,16,3,True,False,False
1803,זה לא מעניין אותי,HipHop,False,31,4,False,False,True
1804,Old Time Used to Be,Alt,False,19,5,False,False,False
1805,Bum Bum,Country,False,7,2,False,False,False
1806,Spoonful,Alt,False,8,1,False,False,False
1807,Garden of Eden,Instrumental,False,14,3,False,False,False
1808,Night Trouble,Instrumental,False,13,2,False,False,False
1809,See That My Grave Is Kept Clean,Alt,False,31,7,False,False,False
1810,Invisible Enemy,Acoustic_Folk,False,15,2,False,False,False
1811,So Long Goodbye,Country,False,15,3,False,False,False
1812,Devil's Dance,Acoustic_Folk,False,13,2,False,False,False
1813,כוח,Country,False,6,1,False,False,True
1814,Born to Roam,Acoustic_Folk,False,12,3,False,False,False
1815,Sweet Nothings Gone Forever,Acoustic_Folk,False,27,4,False,False,False
1816,UFOF,Indie,False,4,1,False,False,False
1817,Butterfly Effect (Feat. Ankita Joshi),Rock,True,37,5,False,False,False
1818,Ms. Jackson,HipHop,False,11,2,False,False,False
1819,Blood Roses (feat. Jae Skeese),HipHop,True,30,5,False,False,False
1820,Say You Won't Let Go,Instrumental,False,20,5,True,False,False
1821,Only Time Makes It Human,Instrumental,False,24,5,False,False,False
1822,Tere Mere Milan Ki Yeh Raina (with Dialogues),Pop,False,45,8,False,False,False
1823,bad guy,Instrumental,False,7,2,False,False,False
1824,Hesitation,Country,False,10,1,False,False,False
1825,Cry for Me,Alt,False,10,3,False,False,False
1826,WANT NEED LOVE,Indie,False,14,3,False,False,False
1827,From the Cradle to Enslave,Acoustic_Folk,False,26,5,False,False,False
1828,Green Eyes,Indie,False,10,2,False,False,False
1829,Party Up,HipHop,False,8,2,False,False,False
1830,Ocean,Metal,False,5,1,False,False,False
1831,Lost In My Bedroom,Country,False,18,4,False,False,False
1832,Ain’t Got No Money,Indie,False,20,4,False,False,False
1833,Love and Devotion,Alt,False,17,3,False,False,False
1834,Diamonds or Twine,Metal,False,17,3,False,False,False
1835,Honey Forgive Me,Alt,False,16,3,False,False,False
1836,Mistakes,Alt,False,8,1,False,False,False
1837,(Baby) You Got What It Takes (feat. Joss Stone),Alt,True,47,9,False,False,False
1838,Watchhouse,Rock,False,10,1,False,False,False
1839,Short Skirt / Long Jacket,Instrumental,False,25,5,False,False,False
1840,Real As It Gets (feat. EST Gee),HipHop,True,31,7,False,False,False
1841,Urashima,Acoustic_Folk,False,8,1,False,False,False
1842,ספרי לי,Instrumental,False,13,2,False,False,True
1843,Vagabond - Acoustic Version,Country,False,27,4,False,False,False
1844,Don't Love Me,Blues,False,13,3,True,False,False
1845,Honthon Mein Aisi Baat,Pop,False,22,4,False,False,False
1846,הדלת,Country,False,8,1,False,False,True
1847,מקום לדאגה,Country,False,19,2,False,False,True
1848,Electric Machine,Acoustic_Folk,False,16,2,False,False,False
1849,Wrestling,Indie,False,9,1,False,False,False
1850,Dive,Country,False,4,1,False,False,False
1851,When A Woman's Had Enough,Alt,False,25,5,True,False,False
1852,Runar,Acoustic_Folk,False,5,1,False,False,False
1853,Lip Gloss And Black,Country,False,19,4,False,False,False
1854,Space,Country,False,5,1,False,False,False
1855,Loser,Country,False,5,1,False,False,False
1856,Ghostride,Alt,False,9,1,False,False,False
1857,"Kings of Convenience, Feist",Rock,False,27,4,False,False,False
1858,Glycerine - Remastered,Country,False,22,3,False,False,False
1859,Under My Skin,Acoustic_Folk,False,13,3,False,False,False
1860,Claudia & Salma,Blues,False,15,3,False,False,False
1861,Ten Cent Pistol,Country,False,15,3,False,False,False
1862,Nothing,Indie,False,7,1,False,False,False
1863,Fimbulvetr,Acoustic_Folk,False,10,1,False,False,False
1864,Gunga Din,Alt,False,9,2,False,False,False
1865,Violet,Country,False,6,1,False,False,False
1866,Rocket Man (I Think It's Going To Be A Long Long Time),Country,False,54,12,False,False,False
1867,צלצולי פעמונים,Instrumental,False,27,2,False,False,True
1868,Sleep Like A Baby Tonight,Country,False,25,5,False,False,False
1869,Seven Spanish Angels (with Ray Charles),Metal,False,39,6,False,False,False
1870,Shannon Lay,Rock,False,11,2,False,False,False
1871,"Hungry, So Angry",Alt,False,16,3,False,False,False
1872,"Peer Gynt, Op. 23 / Act 3: Solveig's Song (Arr. for Cello and Piano by Georg Goltermann)",Blues,False,88,17,False,False,False
1873,Kaana Vendaamo,Rock,False,14,2,False,False,False
1874,Angels & Demons,HipHop,False,15,3,False,False,False
1875,Sunshine,Country,False,8,1,False,False,False
1876,Queer,Alt,False,5,1,False,False,False
1877,Comfort Eagle,Country,False,13,2,False,False,False
1878,Fool,Indie,False,4,1,False,False,False
1879,U got 2 believe,Country,False,15,4,False,False,False
1880,Everlong,Country,False,8,1,False,False,False
1881,Are You Ready,Country,False,13,3,False,False,False
1882,Rock The Raag,Rock,False,13,3,False,False,False
1883,One More Time (feat. Alida),Instrumental,True,27,5,False,False,False
1884,Royals,Instrumental,False,6,1,False,False,False
1885,Kishi Bashi,Rock,False,11,2,False,False,False
1886,Last One Standing,Acoustic_Folk,False,17,3,False,False,False
1887,My Philosophy,HipHop,False,13,2,False,False,False
1888,Qayda Qayda,Pop,False,11,2,False,False,False
1889,Gotta Move On,Alt,False,13,3,False,False,False
1890,Write It In Red,Indie,False,15,4,False,False,False
1891,בלבלה,HipHop,False,10,1,False,False,True
1892,Dandelion,Indie,False,9,1,False,False,False
1893,Hole In My Soul,Country,False,15,4,False,False,False
1894,Live Wire,Acoustic_Folk,False,9,2,False,False,False
1895,Contraband,HipHop,False,10,1,False,False,False
1896,Devil in Me,Country,False,11,3,False,False,False
1897,She's Not There,Indie,False,15,3,False,False,False
1898,Sad Tonight - Acoustic,Instrumental,False,22,4,False,False,False
1899,Love Like There's No Tomorrow,Alt,False,29,5,False,False,False
1900,Hope in Hell,Country,False,12,3,False,False,False
1901,Come Thru,HipHop,False,9,2,False,False,False
1902,Just to Be with You,Country,False,19,5,False,False,False
1903,Chama Ela (feat. Pedro Sampaio),Instrumental,True,31,5,False,False,False
1904,Stay With Me - Acoustic Version,Country,False,31,6,False,False,False
1905,Heavenly Mother,Indie,False,15,2,False,False,False
1906,Rasiya,Rock,False,6,1,False,False,False
1907,"Schubert: String Quartet No. 14 in D Minor, D. 810, ""Death and the Maiden"": II. Theme -",Blues,False,87,17,False,False,False
1908,"Our Native Daughters, Rhiannon Giddens, Leyla McCalla, Allison Russell",Rock,False,70,9,False,False,False
1909,Sophomore,Country,False,9,1,False,False,False
1910,באור גדול,Instrumental,False,17,2,False,False,True
1911,Class Historian,Alt,False,15,2,False,False,False
1912,Landslide,Rock,False,9,1,False,False,False
1913,My Hero,Country,False,7,2,False,False,False
1914,Black,Acoustic_Folk,False,5,1,False,False,False
1915,The Heaviest Matter of the Universe,Acoustic_Folk,False,35,6,False,False,False
1916,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),HipHop,False,56,10,False,False,False
1917,(Oh) Pretty Woman - 2015 Remaster,Country,False,33,6,False,False,False
1918,Roky Said,Country,False,9,2,False,False,False
1919,YOU,Alt,False,3,1,False,False,False
1920,Bad girl,Alt,False,8,2,False,False,False
1921,CrossRoads,Alt,False,10,1,False,False,False
1922,Demons,HipHop,False,6,1,False,False,False
1923,Alright (feat. Shatta Wale),Instrumental,True,27,4,False,False,False
1924,Time For Heroes,Alt,False,15,3,False,False,False
1925,The Wind Whispers,Alt,False,17,3,False,False,False
1926,I Shall Be Released,Alt,False,19,4,False,False,False
1927,School Spirit,HipHop,False,13,2,False,False,False
1928,אלבינה,Instrumental,False,12,1,False,False,True
1929,Facing My Fear,Country,False,14,3,False,False,False
1930,סוף המדבר,Alt,False,17,2,False,False,True
1931,Santeria,Country,False,8,1,False,False,False
1932,Milkcow's Calf Blues,Alt,False,20,3,False,False,False
1933,Long Hot Summer,Metal,False,15,3,False,False,False
1934,Permission to Dance,Instrumental,False,19,3,False,False,False
1935,Echoes,Indie,False,6,1,False,False,False
1936,Only Us (Acoustic),Rock,False,18,3,False,False,False
1937,All Our Thoughts,Country,False,16,3,False,False,False
1938,Dekha Na Haye Re,Pop,False,16,4,False,False,False
1939,The Weather Station,Rock,False,19,3,False,False,False
1940,DOLLAZ ON MY HEAD (feat. Young Thug),HipHop,True,36,7,False,False,False
1941,See Me Now,Country,False,10,3,False,False,False
1942,TROY BOLTON,HipHop,False,11,2,False,False,False
1943,אדם בתוך עצמו,Country,False,24,3,False,False,True
1944,Pyare Darshan Dijo Aaj,Pop,False,22,4,False,False,False
1945,Born To Be Wild - Single Version,Country,False,32,7,False,False,False
1946,Gay Bar,Indie,False,7,2,False,False,False
1947,Speechless,Metal,False,10,1,False,False,False
1948,Stopwatch,Alt,False,9,1,False,False,False
1949,Wit Dat,HipHop,False,7,2,False,False,False
1950,Starless And Bible Black,Country,False,24,4,False,False,False
1951,Fumando Espero,Instrumental,False,14,2,False,False,False
1952,Reinventing Your Exit,Country,False,21,3,False,False,False
1953,Goodnight Elisabeth,Country,False,19,2,False,False,False
1954,Don't Want You Back,Instrumental,False,19,4,True,False,False
1955,Blue in Green (feat. John Coltrane & Bill Evans),Blues,True,48,9,False,False,False
1956,S.O.T.L. (Silence of the Lambs) [feat. Lil Wayne],HipHop,True,49,8,False,False,False
1957,Sucker,Instrumental,False,6,1,False,False,False
1958,Asleep Reason Horror,Acoustic_Folk,False,20,3,False,False,False
1959,Univers,Alt,False,7,1,False,False,False
1960,Yeh Natak Kavi Likh Gaye Kalidas,Pop,False,32,6,False,False,False
1961,My Time,Acoustic_Folk,False,7,2,False,False,False
1962,new friend,Country,False,10,2,False,False,False
1963,Honey,Country,False,5,1,False,False,False
1964,Dance with the Devil,Acoustic_Folk,False,20,4,False,False,False
1965,Let The Beat Build,HipHop,False,18,4,False,False,False
1966,love on you.,Instrumental,False,12,3,False,False,False
1967,Human Condition,Alt,False,15,2,False,False,False
1968,Tonda,Blues,False,5,1,False,False,False
1969,Topshottas Freestyle,Instrumental,False,20,2,False,False,False
1970,When I'm Gone,Alt,False,13,3,False,False,False
1971,Emotion feat. Wild Nothing,Alt,True,26,4,False,False,False
1972,נחכה לך,Instrumental,False,13,2,False,False,True
1973,Time Has Come Today,Country,False,19,4,False,False,False
1974,שניצלים,HipHop,False,14,1,False,False,True
1975,I Don't Wanna Be Your Friend,Alt,False,28,6,True,False,False
1976,Dark Star,Country,False,9,2,False,False,False
1977,A Forest,Alt,False,8,2,False,False,False
1978,My Baby (feat. Zhavia Ward),HipHop,True,27,5,False,False,False
1979,Buka,Alt,False,4,1,False,False,False
1980,ניפגש בשמחות,Instrumental,False,23,2,False,False,True
1981,Someone New,Alt,False,11,2,False,False,False
1982,A Yo,HipHop,False,4,2,False,False,False
1983,Black Magic,Country,False,11,2,False,False,False
1984,Fruit Bats,Instrumental,False,10,2,False,False,False
1985,Damn! (feat. Lil' Jon) - Club Mix,HipHop,True,33,7,False,False,False
1986,האם להיות בך מאוהב,Instrumental,False,33,4,False,False,True
1987,Soon You’ll Get Better (feat. The Chicks),Instrumental,True,43,7,False,False,False
1988,fools (can't help falling in love) (feat. Sody),Instrumental,True,47,8,True,False,False
1989,Spinning,Alt,False,8,1,False,False,False
1990,Weighted,Acoustic_Folk,False,8,1,False,False,False
1991,Colors - 2014 Remaster,HipHop,False,22,4,False,False,False
1992,עשה שיהיה לי קל,Country,False,27,4,False,False,True
1993,Fear Tomorrow,Acoustic_Folk,False,13,2,False,False,False
1994,Teenage Dirtbag - Acoustic,Rock,False,26,4,False,False,False
1995,Lead Me On,Alt,False,10,3,False,False,False
1996,תראי אותי,Instrumental,False,17,2,False,False,True
1997,Between The Eyes,Country,False,16,3,False,False,False
1998,Regulate,HipHop,False,8,1,False,False,False
1999,Hang on in There,HipHop,False,16,4,False,False,False
2000,Good Time Boys - Remastered,Country,False,27,5,False,False,False
2001,Round Every Corner,Alt,False,18,3,False,False,False
2002,The Way That I Love You - Acoustic,Rock,False,34,8,False,False,False
2003,Arms Around,Indie,False,11,2,False,False,False
2004,Safe in New York City,Acoustic_Folk,False,21,5,False,False,False
2005,Last Night - Single Version,Alt,False,27,5,False,False,False
2006,Castaways,Instrumental,False,9,1,False,False,False
2007,Off Tha Strength,HipHop,False,16,3,False,False,False
2008,Inteha,Rock,False,6,1,False,False,False
2009,Sleeper,Blues,False,7,1,False,False,False
2010,TOO MUCH,Country,False,8,2,False,False,False
2011,The Number Of The Beast - 1998 Remastered Version,Acoustic_Folk,False,49,9,False,False,False
2012,Nebraska,Country,False,8,1,False,False,False
2013,Moon Is Rising,Alt,False,14,3,False,False,False
2014,Witching Hour,Alt,False,13,2,False,False,False
2015,Heart-Shaped Box - VIRTU Remix,Country,False,30,5,False,True,False
2016,לילותיי,Instrumental,False,14,1,False,False,True
2017,Black Tame,HipHop,False,10,2,False,False,False
2018,Anti-Social Masochistic Rage [ASMR],Acoustic_Folk,False,35,4,False,False,False
2019,Soona Soona,Rock,False,11,2,False,False,False
2020,The Best,Country,False,8,2,False,False,False
2021,Setting the World On Fire (with P!nk),Metal,False,37,7,False,False,False
2022,Live Forever - Remastered,Country,False,25,4,False,False,False
2023,Let You Speak,Alt,False,13,3,False,False,False
2024,Feels Like Summer,Alt,False,17,3,False,False,False
